organism,id,protein_id,go_id,ontology,description,
5530,,KFG85147.1,5524,MF,ATP binding,
5530,,KFG85147.1,5634,CC,nucleus,
5530,,KFG85147.1,3743,MF,translation initiation factor activity,
5530,,KFG85147.1,43621,MF,protein self-association,
5530,,KFG85147.1,31369,MF,translation initiation factor binding,
5530,,KFG85147.1,43023,MF,ribosomal large subunit binding,
5530,,KFG85147.1,3725,MF,double-stranded RNA binding,
5530,,KFG85147.1,42803,MF,protein homodimerization activity,
5530,,KFG85147.1,43022,MF,ribosome binding,
5530,,KFG85147.1,49,MF,tRNA binding,
5530,,KFG85147.1,6413,BP,translational initiation,
5530,,KFG85147.1,100002,BP,negative regulation of protein kinase activity by protein phosphorylation,
5530,,KFG85147.1,72755,BP,cellular response to benomyl,
5530,,KFG85147.1,71232,BP,cellular response to histidine,
5530,,KFG85147.1,71262,BP,regulation of translational initiation in response to starvation,
5530,,KFG85147.1,32058,BP,positive regulation of translational initiation in response to stress,
5530,,KFG85147.1,60733,BP,regulation of eIF2 alpha phosphorylation by amino acid starvation,
5530,,KFG85147.1,1903833,BP,positive regulation of cellular response to amino acid starvation,
5530,,KFG85147.1,1990451,BP,cellular stress response to acidic pH,
5530,,KFG85147.1,1904262,BP,negative regulation of TORC1 signaling,
5530,,KFG85147.1,1300,BP,chronological cell aging,
5530,,KFG85147.1,70301,BP,cellular response to hydrogen peroxide,
5530,,KFG85147.1,16239,BP,positive regulation of macroautophagy,
5530,,KFG85147.1,46777,BP,protein autophosphorylation,
5530,,KFG85148.1,16151,MF,nickel cation binding,
5530,,KFG85148.1,6807,BP,nitrogen compound metabolic process,
5530,,KFG85149.1,16151,MF,nickel cation binding,
5530,,KFG85149.1,6807,BP,nitrogen compound metabolic process,
5530,,KFG85149.1,16021,CC,integral component of membrane,
5530,,KFG85149.1,44281,BP,small molecule metabolic process,
5530,,KFG85149.1,71704,BP,organic substance metabolic process,
5530,,KFG85149.1,44237,BP,cellular metabolic process,
5530,,KFG85150.1,17070,MF,U6 snRNA binding,
5530,,KFG85150.1,45292,BP,mRNA cis splicing,
5530,,KFG85150.1,974,CC,Prp19 complex,
5530,,KFG85150.1,36002,MF,pre-mRNA binding,
5530,,KFG85150.1,387,BP,spliceosomal snRNP assembly,
5530,,KFG85150.1,5681,CC,spliceosomal complex,
5530,,KFG85150.1,46872,MF,metal ion binding,
5530,,KFG85150.1,3735,MF,structural constituent of ribosome,
5530,,KFG85150.1,1902494,CC,catalytic complex,
5530,,KFG85150.1,15934,CC,large ribosomal subunit,
5530,,KFG85150.1,33120,BP,positive regulation of RNA splicing,
5530,,KFG85150.1,45787,BP,positive regulation of cell cycle,
5530,,KFG85150.1,7049,BP,cell cycle,
5530,,KFG85150.1,6412,BP,translation,
5530,,KFG85151.1,5525,MF,GTP binding,
5530,,KFG85151.1,51012,BP,microtubule sliding,
5530,,KFG85151.1,922,CC,spindle pole,
5530,,KFG85151.1,132,BP,establishment of mitotic spindle orientation,
5530,,KFG85151.1,5875,CC,microtubule associated complex,
5530,,KFG85151.1,5874,CC,microtubule,
5530,,KFG85151.1,2181,BP,cytoplasmic translation,
5530,,KFG85151.1,5737,CC,cytoplasm,
5530,,KFG85151.1,70840,MF,dynein complex binding,
5530,,KFG85151.1,16787,MF,hydrolase activity,
5530,,KFG85151.1,51301,BP,cell division,
5530,,KFG85151.1,16491,MF,oxidoreductase activity,
5530,,KFG85151.1,55114,BP,oxidation-reduction process,
5530,,KFG85152.1,4358,MF,glutamate N-acetyltransferase activity,
5530,,KFG85152.1,6526,BP,arginine biosynthetic process,
5530,,KFG85152.1,16021,CC,integral component of membrane,
5530,,KFG85152.1,16627,MF,oxidoreductase activity,
5530,,KFG85152.1,50660,MF,flavin adenine dinucleotide binding,
5530,,KFG85152.1,22857,MF,transmembrane transporter activity,
5530,,KFG85152.1,55085,BP,transmembrane transport,
5530,,KFG85152.1,55114,BP,oxidation-reduction process,
5530,,KFG85153.1,16627,MF,oxidoreductase activity,
5530,,KFG85153.1,55114,BP,oxidation-reduction process,
5530,,KFG85153.1,16021,CC,integral component of membrane,
5530,,KFG85153.1,50660,MF,flavin adenine dinucleotide binding,
5530,,KFG85153.1,6526,BP,arginine biosynthetic process,
5530,,KFG85153.1,3924,MF,GTPase activity,
5530,,KFG85153.1,5525,MF,GTP binding,
5530,,KFG85153.1,55085,BP,transmembrane transport,
5530,,KFG85153.1,4358,MF,glutamate N-acetyltransferase activity,
5530,,KFG85153.1,22857,MF,transmembrane transporter activity,
5530,,KFG85154.1,3924,MF,GTPase activity,
5530,,KFG85154.1,32889,BP,regulation of vacuole fusion,
5530,,KFG85154.1,45335,CC,phagocytic vesicle,
5530,,KFG85154.1,5525,MF,GTP binding,
5530,,KFG85154.1,329,CC,fungal-type vacuole membrane,
5530,,KFG85154.1,32482,BP,Rab protein signal transduction,
5530,,KFG85154.1,5770,CC,late endosome,
5530,,KFG85154.1,6886,BP,intracellular protein transport,
5530,,KFG85154.1,5764,CC,lysosome,
5530,,KFG85154.1,55114,BP,oxidation-reduction process,
5530,,KFG85154.1,5886,CC,plasma membrane,
5530,,KFG85154.1,16627,MF,oxidoreductase activity,
5530,,KFG85154.1,50660,MF,flavin adenine dinucleotide binding,
5530,,KFG85155.1,16887,MF,ATPase activity,
5530,,KFG85155.1,5524,MF,ATP binding,
5530,,KFG85156.1,16787,MF,hydrolase activity,
5530,,KFG85156.1,16021,CC,integral component of membrane,
5530,,KFG85156.1,6413,BP,translational initiation,
5530,,KFG85156.1,71897,BP,DNA biosynthetic process,
5530,,KFG85156.1,6260,BP,DNA replication,
5530,,KFG85156.1,3743,MF,translation initiation factor activity,
5530,,KFG85156.1,3887,MF,DNA-directed DNA polymerase activity,
5530,,KFG85156.1,5524,MF,ATP binding,
5530,,KFG85156.1,3677,MF,DNA binding,
5530,,KFG85157.1,4185,MF,serine-type carboxypeptidase activity,
5530,,KFG85157.1,6508,BP,proteolysis,
5530,,KFG85157.1,16021,CC,integral component of membrane,
5530,,KFG85157.1,6471,BP,protein ADP-ribosylation,
5530,,KFG85157.1,3950,MF,NAD+ ADP-ribosyltransferase activity,
5530,,KFG85157.1,6468,BP,protein phosphorylation,
5530,,KFG85157.1,8821,MF,crossover junction endodeoxyribonuclease activity,
5530,,KFG85157.1,6281,BP,DNA repair,
5530,,KFG85157.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,
5530,,KFG85157.1,4672,MF,protein kinase activity,
5530,,KFG85157.1,5524,MF,ATP binding,
5530,,KFG85158.1,45454,BP,cell redox homeostasis,
5530,,KFG85158.1,5623,CC,cell,
5530,,KFG85158.1,3777,MF,microtubule motor activity,
5530,,KFG85158.1,8017,MF,microtubule binding,
5530,,KFG85158.1,7018,BP,microtubule-based movement,
5530,,KFG85158.1,5524,MF,ATP binding,
5530,,KFG85160.1,3723,MF,RNA binding,
5530,,KFG85160.1,16787,MF,hydrolase activity,
5530,,KFG85161.1,34486,BP,vacuolar transmembrane transport,
5530,,KFG85161.1,1990816,CC,vacuole-mitochondrion membrane contact site,
5530,,KFG85161.1,22857,MF,transmembrane transporter activity,
5530,,KFG85161.1,31166,CC,integral component of vacuolar membrane,
5530,,KFG85161.1,6811,BP,ion transport,
5530,,KFG85161.1,55075,BP,potassium ion homeostasis,
5530,,KFG85161.1,8168,MF,methyltransferase activity,
5530,,KFG85161.1,3676,MF,nucleic acid binding,
5530,,KFG85161.1,140096,MF,catalytic activity,
5530,,KFG85161.1,32259,BP,methylation,
5530,,KFG85161.1,8213,BP,protein alkylation,
5530,,KFG85162.1,89707,BP,L-lysine transmembrane export from vacuole,
5530,,KFG85162.1,61459,MF,L-arginine transmembrane transporter activity,
5530,,KFG85162.1,329,CC,fungal-type vacuole membrane,
5530,,KFG85162.1,89708,BP,L-histidine transmembrane export from vacuole,
5530,,KFG85162.1,5290,MF,L-histidine transmembrane transporter activity,
5530,,KFG85162.1,1990818,BP,L-arginine transmembrane export from vacuole,
5530,,KFG85162.1,15189,MF,L-lysine transmembrane transporter activity,
5530,,KFG85162.1,16021,CC,integral component of membrane,
5530,,KFG85162.1,1055,MF,RNA polymerase II activity,
5530,,KFG85162.1,5665,CC,RNA polymerase II,
5530,,KFG85162.1,46983,MF,protein dimerization activity,
5530,,KFG85162.1,3677,MF,DNA binding,
5530,,KFG85162.1,16491,MF,oxidoreductase activity,
5530,,KFG85162.1,6366,BP,transcription by RNA polymerase II,
5530,,KFG85162.1,55114,BP,oxidation-reduction process,
5530,,KFG85163.1,16491,MF,oxidoreductase activity,
5530,,KFG85163.1,55114,BP,oxidation-reduction process,
5530,,KFG85164.1,16491,MF,oxidoreductase activity,
5530,,KFG85164.1,55114,BP,oxidation-reduction process,
5530,,KFG85164.1,16021,CC,integral component of membrane,
5530,,KFG85164.1,4409,MF,homoaconitate hydratase activity,
5530,,KFG85164.1,19878,BP,lysine biosynthetic process via aminoadipic acid,
5530,,KFG85164.1,6696,BP,ergosterol biosynthetic process,
5530,,KFG85164.1,31226,CC,intrinsic component of plasma membrane,
5530,,KFG85164.1,51539,MF,4 iron,
5530,,KFG85164.1,5739,CC,mitochondrion,
5530,,KFG85164.1,46872,MF,metal ion binding,
5530,,KFG85164.1,55085,BP,transmembrane transport,
5530,,KFG85165.1,140326,MF,ATPase-coupled intramembrane lipid transporter activity,
5530,,KFG85165.1,15914,BP,phospholipid transport,
5530,,KFG85165.1,5802,CC,trans-Golgi network,
5530,,KFG85165.1,5770,CC,late endosome,
5530,,KFG85165.1,287,MF,magnesium ion binding,
5530,,KFG85165.1,139,CC,Golgi membrane,
5530,,KFG85165.1,5524,MF,ATP binding,
5530,,KFG85165.1,34204,BP,lipid translocation,
5530,,KFG85165.1,6890,BP,retrograde vesicle-mediated transport,
5530,,KFG85165.1,7033,BP,vacuole organization,
5530,,KFG85165.1,6897,BP,endocytosis,
5530,,KFG85165.1,16021,CC,integral component of membrane,
5530,,KFG85165.1,16787,MF,hydrolase activity,
5530,,KFG85165.1,5886,CC,plasma membrane,
5530,,KFG85166.1,48208,BP,COPII vesicle coating,
5530,,KFG85166.1,139,CC,Golgi membrane,
5530,,KFG85166.1,5789,CC,endoplasmic reticulum membrane,
5530,,KFG85166.1,6914,BP,autophagy,
5530,,KFG85166.1,15031,BP,protein transport,
5530,,KFG85166.1,70971,CC,endoplasmic reticulum exit site,
5530,,KFG85166.1,12507,CC,ER to Golgi transport vesicle membrane,
5530,,KFG85166.1,70973,BP,protein localization to endoplasmic reticulum exit site,
5530,,KFG85166.1,70863,BP,positive regulation of protein exit from endoplasmic reticulum,
5530,,KFG85166.1,7030,BP,Golgi organization,
5530,,KFG85166.1,7029,BP,endoplasmic reticulum organization,
5530,,KFG85167.1,30896,CC,checkpoint clamp complex,
5530,,KFG85167.1,77,BP,DNA damage checkpoint,
5530,,KFG85167.1,5730,CC,nucleolus,
5530,,KFG85167.1,33314,BP,mitotic DNA replication checkpoint,
5530,,KFG85167.1,1990421,CC,subtelomeric heterochromatin,
5530,,KFG85167.1,35861,CC,site of double-strand break,
5530,,KFG85167.1,723,BP,telomere maintenance,
5530,,KFG85167.1,16021,CC,integral component of membrane,
5530,,KFG85167.1,44778,BP,meiotic DNA integrity checkpoint,
5530,,KFG85167.1,724,BP,double-strand break repair via homologous recombination,
5530,,KFG85167.1,6289,BP,nucleotide-excision repair,
5530,,KFG85168.1,17048,MF,Rho GTPase binding,
5530,,KFG85168.1,30036,BP,actin cytoskeleton organization,
5530,,KFG85168.1,43332,CC,mating projection tip,
5530,,KFG85168.1,3779,MF,actin binding,
5530,,KFG85168.1,32153,CC,cell division site,
5530,,KFG85168.1,1902407,BP,assembly of actomyosin apparatus involved in mitotic cytokinesis,
5530,,KFG85168.1,5522,MF,profilin binding,
5530,,KFG85168.1,51016,BP,barbed-end actin filament capping,
5530,,KFG85168.1,30865,BP,cortical cytoskeleton organization,
5530,,KFG85168.1,97435,BP,supramolecular fiber organization,
5530,,KFG85169.1,8380,BP,RNA splicing,
5530,,KFG85169.1,16021,CC,integral component of membrane,
5530,,KFG85170.1,4573,MF,mannosyl-oligosaccharide glucosidase activity,
5530,,KFG85170.1,9311,BP,oligosaccharide metabolic process,
5530,,KFG85170.1,5789,CC,endoplasmic reticulum membrane,
5530,,KFG85170.1,6487,BP,protein N-linked glycosylation,
5530,,KFG85171.1,3924,MF,GTPase activity,
5530,,KFG85171.1,6400,BP,tRNA modification,
5530,,KFG85171.1,5739,CC,mitochondrion,
5530,,KFG85171.1,5525,MF,GTP binding,
5530,,KFG85171.1,16021,CC,integral component of membrane,
5530,,KFG85171.1,6564,BP,L-serine biosynthetic process,
5530,,KFG85171.1,4648,MF,O-phospho-L-serine:2-oxoglutarate aminotransferase activity,
5530,,KFG85171.1,48568,BP,embryonic organ development,
5530,,KFG85171.1,1510,BP,RNA methylation,
5530,,KFG85172.1,19773,CC,proteasome core complex,
5530,,KFG85172.1,70003,MF,threonine-type peptidase activity,
5530,,KFG85172.1,6511,BP,ubiquitin-dependent protein catabolic process,
5530,,KFG85172.1,4175,MF,endopeptidase activity,
5530,,KFG85172.1,34515,CC,proteasome storage granule,
5530,,KFG85172.1,5634,CC,nucleus,
5530,,KFG85172.1,10499,BP,proteasomal ubiquitin-independent protein catabolic process,
5530,,KFG85172.1,6541,BP,glutamine metabolic process,
5530,,KFG85172.1,9058,BP,biosynthetic process,
5530,,KFG85173.1,16787,MF,hydrolase activity,
5530,,KFG85173.1,9691,BP,cytokinin biosynthetic process,
5530,,KFG85173.1,5829,CC,cytosol,
5530,,KFG85174.1,16021,CC,integral component of membrane,
5530,,KFG85175.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG85175.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG85175.1,5634,CC,nucleus,
5530,,KFG85175.1,8270,MF,zinc ion binding,
5530,,KFG85175.1,3677,MF,DNA binding,
5530,,KFG85175.1,16021,CC,integral component of membrane,
5530,,KFG85175.1,4557,MF,alpha-galactosidase activity,
5530,,KFG85175.1,5975,BP,carbohydrate metabolic process,
5530,,KFG85176.1,42597,CC,periplasmic space,
5530,,KFG85176.1,16829,MF,lyase activity,
5530,,KFG85177.1,51213,MF,dioxygenase activity,
5530,,KFG85177.1,55114,BP,oxidation-reduction process,
5530,,KFG85177.1,6508,BP,proteolysis,
5530,,KFG85177.1,4190,MF,aspartic-type endopeptidase activity,
5530,,KFG85177.1,45735,MF,nutrient reservoir activity,
5530,,KFG85178.1,5887,CC,integral component of plasma membrane,
5530,,KFG85178.1,55085,BP,transmembrane transport,
5530,,KFG85178.1,22857,MF,transmembrane transporter activity,
5530,,KFG85178.1,3677,MF,DNA binding,
5530,,KFG85179.1,16021,CC,integral component of membrane,
5530,,KFG85180.1,42626,MF,ATPase-coupled transmembrane transporter activity,
5530,,KFG85180.1,55085,BP,transmembrane transport,
5530,,KFG85180.1,16021,CC,integral component of membrane,
5530,,KFG85180.1,16887,MF,ATPase activity,
5530,,KFG85180.1,5524,MF,ATP binding,
5530,,KFG85181.1,6865,BP,amino acid transport,
5530,,KFG85181.1,22857,MF,transmembrane transporter activity,
5530,,KFG85181.1,16021,CC,integral component of membrane,
5530,,KFG85181.1,55085,BP,transmembrane transport,
5530,,KFG85181.1,30001,BP,metal ion transport,
5530,,KFG85183.1,16757,MF,transferase activity,
5530,,KFG85183.1,16021,CC,integral component of membrane,
5530,,KFG85183.1,9308,BP,amine metabolic process,
5530,,KFG85183.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG85183.1,8131,MF,primary amine oxidase activity,
5530,,KFG85183.1,55114,BP,oxidation-reduction process,
5530,,KFG85183.1,5507,MF,copper ion binding,
5530,,KFG85183.1,5634,CC,nucleus,
5530,,KFG85183.1,48038,MF,quinone binding,
5530,,KFG85183.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG85183.1,8270,MF,zinc ion binding,
5530,,KFG85184.1,3824,MF,catalytic activity,
5530,,KFG85185.1,4672,MF,protein kinase activity,
5530,,KFG85185.1,6468,BP,protein phosphorylation,
5530,,KFG85185.1,16021,CC,integral component of membrane,
5530,,KFG85185.1,5524,MF,ATP binding,
5530,,KFG85186.1,16491,MF,oxidoreductase activity,
5530,,KFG85186.1,55114,BP,oxidation-reduction process,
5530,,KFG85186.1,16021,CC,integral component of membrane,
5530,,KFG85186.1,31177,MF,phosphopantetheine binding,
5530,,KFG85186.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG85186.1,5634,CC,nucleus,
5530,,KFG85186.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG85186.1,8270,MF,zinc ion binding,
5530,,KFG85186.1,16740,MF,transferase activity,
5530,,KFG85187.1,3847,MF,1-alkyl-2-acetylglycerophosphocholine esterase activity,
5530,,KFG85187.1,16042,BP,lipid catabolic process,
5530,,KFG85187.1,4553,MF,hydrolase activity,
5530,,KFG85187.1,5975,BP,carbohydrate metabolic process,
5530,,KFG85189.1,3796,MF,lysozyme activity,
5530,,KFG85189.1,16998,BP,cell wall macromolecule catabolic process,
5530,,KFG85189.1,5615,CC,extracellular space,
5530,,KFG85189.1,9253,BP,peptidoglycan catabolic process,
5530,,KFG85189.1,16021,CC,integral component of membrane,
5530,,KFG85189.1,3723,MF,RNA binding,
5530,,KFG85189.1,16491,MF,oxidoreductase activity,
5530,,KFG85189.1,42742,BP,defense response to bacterium,
5530,,KFG85189.1,19835,BP,cytolysis,
5530,,KFG85189.1,44275,BP,cellular carbohydrate catabolic process,
5530,,KFG85189.1,55114,BP,oxidation-reduction process,
5530,,KFG85190.1,6351,BP,transcription,
5530,,KFG85190.1,8270,MF,zinc ion binding,
5530,,KFG85190.1,5634,CC,nucleus,
5530,,KFG85190.1,3677,MF,DNA binding,
5530,,KFG85190.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG85190.1,30170,MF,pyridoxal phosphate binding,
5530,,KFG85190.1,785,CC,chromatin,
5530,,KFG85190.1,70013,CC,intracellular organelle lumen,
5530,,KFG85190.1,16491,MF,oxidoreductase activity,
5530,,KFG85190.1,16740,MF,transferase activity,
5530,,KFG85190.1,122,BP,negative regulation of transcription by RNA polymerase II,
5530,,KFG85190.1,45944,BP,positive regulation of transcription by RNA polymerase II,
5530,,KFG85190.1,55114,BP,oxidation-reduction process,
5530,,KFG85191.1,737,BP,DNA catabolic process,
5530,,KFG85191.1,16889,MF,endodeoxyribonuclease activity,
5530,,KFG85191.1,5694,CC,chromosome,
5530,,KFG85191.1,33309,CC,SBF transcription complex,
5530,,KFG85191.1,3677,MF,DNA binding,
5530,,KFG85191.1,5524,MF,ATP binding,
5530,,KFG85191.1,30907,CC,MBF transcription complex,
5530,,KFG85191.1,31981,CC,nuclear lumen,
5530,,KFG85191.1,71931,BP,positive regulation of transcription involved in G1/S transition of mitotic cell cycle,
5530,,KFG85191.1,16853,MF,isomerase activity,
5530,,KFG85191.1,8270,MF,zinc ion binding,
5530,,KFG85191.1,3713,MF,transcription coactivator activity,
5530,,KFG85191.1,6351,BP,transcription,
5530,,KFG85192.1,737,BP,DNA catabolic process,
5530,,KFG85192.1,16889,MF,endodeoxyribonuclease activity,
5530,,KFG85192.1,5694,CC,chromosome,
5530,,KFG85192.1,3677,MF,DNA binding,
5530,,KFG85192.1,5524,MF,ATP binding,
5530,,KFG85192.1,7131,BP,reciprocal meiotic recombination,
5530,,KFG85192.1,16853,MF,isomerase activity,
5530,,KFG85192.1,706,BP,meiotic DNA double-strand break processing,
5530,,KFG85192.1,42138,BP,meiotic DNA double-strand break formation,
5530,,KFG85192.1,9553,BP,embryo sac development,
5530,,KFG85192.1,9555,BP,pollen development,
5530,,KFG85192.1,7129,BP,synapsis,
5530,,KFG85192.1,48316,BP,seed development,
5530,,KFG85192.1,22607,BP,cellular component assembly,
5530,,KFG85193.1,250,MF,lanosterol synthase activity,
5530,,KFG85193.1,16104,BP,triterpenoid biosynthetic process,
5530,,KFG85193.1,5811,CC,lipid droplet,
5530,,KFG85193.1,42300,MF,beta-amyrin synthase activity,
5530,,KFG85193.1,16740,MF,transferase activity,
5530,,KFG85194.1,250,MF,lanosterol synthase activity,
5530,,KFG85194.1,16104,BP,triterpenoid biosynthetic process,
5530,,KFG85194.1,5811,CC,lipid droplet,
5530,,KFG85194.1,42300,MF,beta-amyrin synthase activity,
5530,,KFG85194.1,30674,MF,protein binding,
5530,,KFG85194.1,51087,MF,chaperone binding,
5530,,KFG85194.1,151,CC,ubiquitin ligase complex,
5530,,KFG85194.1,2000072,BP,regulation of defense response to fungus,
5530,,KFG85194.1,51382,BP,kinetochore assembly,
5530,,KFG85194.1,16874,MF,ligase activity,
5530,,KFG85194.1,5634,CC,nucleus,
5530,,KFG85194.1,19933,BP,cAMP-mediated signaling,
5530,,KFG85194.1,5524,MF,ATP binding,
5530,,KFG85194.1,50821,BP,protein stabilization,
5530,,KFG85194.1,5737,CC,cytoplasm,
5530,,KFG85194.1,70013,CC,intracellular organelle lumen,
5530,,KFG85194.1,46872,MF,metal ion binding,
5530,,KFG85194.1,50832,BP,defense response to fungus,
5530,,KFG85194.1,44446,CC,intracellular organelle part,
5530,,KFG85194.1,42742,BP,defense response to bacterium,
5530,,KFG85194.1,9408,BP,response to heat,
5530,,KFG85195.1,51213,MF,dioxygenase activity,
5530,,KFG85195.1,55114,BP,oxidation-reduction process,
5530,,KFG85195.1,5739,CC,mitochondrion,
5530,,KFG85195.1,45329,BP,carnitine biosynthetic process,
5530,,KFG85195.1,16705,MF,oxidoreductase activity,
5530,,KFG85196.1,213,MF,tRNA-intron endonuclease activity,
5530,,KFG85196.1,214,CC,tRNA-intron endonuclease complex,
5530,,KFG85196.1,6388,BP,tRNA splicing,
5530,,KFG85196.1,90502,BP,RNA phosphodiester bond hydrolysis,
5530,,KFG85196.1,3676,MF,nucleic acid binding,
5530,,KFG85196.1,16829,MF,lyase activity,
5530,,KFG85197.1,16757,MF,transferase activity,
5530,,KFG85197.1,16021,CC,integral component of membrane,
5530,,KFG85197.1,46710,BP,GDP metabolic process,
5530,,KFG85197.1,6665,BP,sphingolipid metabolic process,
5530,,KFG85197.1,46037,BP,GMP metabolic process,
5530,,KFG85197.1,139,CC,Golgi membrane,
5530,,KFG85197.1,4385,MF,guanylate kinase activity,
5530,,KFG85197.1,10484,MF,H3 histone acetyltransferase activity,
5530,,KFG85197.1,5634,CC,nucleus,
5530,,KFG85197.1,4180,MF,carboxypeptidase activity,
5530,,KFG85197.1,43966,BP,histone H3 acetylation,
5530,,KFG85197.1,43618,BP,regulation of transcription from RNA polymerase II promoter in response to stress,
5530,,KFG85197.1,9247,BP,glycolipid biosynthetic process,
5530,,KFG85197.1,6974,BP,cellular response to DNA damage stimulus,
5530,,KFG85197.1,6508,BP,proteolysis,
5530,,KFG85197.1,43604,BP,amide biosynthetic process,
5530,,KFG85197.1,1901566,BP,organonitrogen compound biosynthetic process,
5530,,KFG85198.1,55085,BP,transmembrane transport,
5530,,KFG85198.1,16021,CC,integral component of membrane,
5530,,KFG85198.1,35673,MF,oligopeptide transmembrane transporter activity,
5530,,KFG85198.1,138,CC,Golgi trans cisterna,
5530,,KFG85198.1,6857,BP,oligopeptide transport,
5530,,KFG85198.1,30170,MF,pyridoxal phosphate binding,
5530,,KFG85198.1,51515,BP,positive regulation of monopolar cell growth,
5530,,KFG85198.1,8270,MF,zinc ion binding,
5530,,KFG85198.1,61091,BP,regulation of phospholipid translocation,
5530,,KFG85198.1,5777,CC,peroxisome,
5530,,KFG85198.1,42144,BP,vacuole fusion,
5530,,KFG85198.1,31226,CC,intrinsic component of plasma membrane,
5530,,KFG85198.1,3677,MF,DNA binding,
5530,,KFG85198.1,44088,BP,regulation of vacuole organization,
5530,,KFG85198.1,981,MF,DNA-binding transcription factor activity,
5530,,KFG85198.1,3824,MF,catalytic activity,
5530,,KFG85198.1,5634,CC,nucleus,
5530,,KFG85198.1,45454,BP,cell redox homeostasis,
5530,,KFG85198.1,6351,BP,transcription,
5530,,KFG85198.1,6357,BP,regulation of transcription by RNA polymerase II,
5530,,KFG85199.1,55085,BP,transmembrane transport,
5530,,KFG85199.1,5887,CC,integral component of plasma membrane,
5530,,KFG85199.1,22857,MF,transmembrane transporter activity,
5530,,KFG85200.1,5525,MF,GTP binding,
5530,,KFG85200.1,1990131,CC,Gtr1-Gtr2 GTPase complex,
5530,,KFG85200.1,1904262,BP,negative regulation of TORC1 signaling,
5530,,KFG85200.1,6995,BP,cellular response to nitrogen starvation,
5530,,KFG85200.1,329,CC,fungal-type vacuole membrane,
5530,,KFG85200.1,16787,MF,hydrolase activity,
5530,,KFG85200.1,34448,CC,EGO complex,
5530,,KFG85200.1,5764,CC,lysosome,
5530,,KFG85200.1,71230,BP,cellular response to amino acid stimulus,
5530,,KFG85200.1,5634,CC,nucleus,
5530,,KFG85200.1,32008,BP,positive regulation of TOR signaling,
5530,,KFG85200.1,10506,BP,regulation of autophagy,
5530,,KFG85201.1,31468,BP,nuclear envelope reassembly,
5530,,KFG85201.1,43130,MF,ubiquitin binding,
5530,,KFG85201.1,5829,CC,cytosol,
5530,,KFG85201.1,7030,BP,Golgi organization,
5530,,KFG85201.1,45,BP,autophagosome assembly,
5530,,KFG85201.1,43161,BP,proteasome-mediated ubiquitin-dependent protein catabolic process,
5530,,KFG85201.1,61025,BP,membrane fusion,
5530,,KFG85202.1,5741,CC,mitochondrial outer membrane,
5530,,KFG85202.1,32977,MF,membrane insertase activity,
5530,,KFG85202.1,90150,BP,establishment of protein localization to membrane,
5530,,KFG85202.1,16021,CC,integral component of membrane,
5530,,KFG85203.1,32977,MF,membrane insertase activity,
5530,,KFG85203.1,90150,BP,establishment of protein localization to membrane,
5530,,KFG85203.1,16021,CC,integral component of membrane,
5530,,KFG85204.1,4807,MF,triose-phosphate isomerase activity,
5530,,KFG85204.1,5829,CC,cytosol,
5530,,KFG85204.1,5634,CC,nucleus,
5530,,KFG85204.1,16021,CC,integral component of membrane,
5530,,KFG85208.1,4386,MF,helicase activity,
5530,,KFG85208.1,6413,BP,translational initiation,
5530,,KFG85208.1,5730,CC,nucleolus,
5530,,KFG85208.1,5524,MF,ATP binding,
5530,,KFG85208.1,71013,CC,catalytic step 2 spliceosome,
5530,,KFG85208.1,3676,MF,nucleic acid binding,
5530,,KFG85208.1,6364,BP,rRNA processing,
5530,,KFG85208.1,45182,MF,translation regulator activity,
5530,,KFG85208.1,140098,MF,catalytic activity,
5530,,KFG85209.1,5681,CC,spliceosomal complex,
5530,,KFG85209.1,398,BP,mRNA splicing,
5530,,KFG85209.1,8270,MF,zinc ion binding,
5530,,KFG85209.1,3723,MF,RNA binding,
5530,,KFG85209.1,17108,MF,5'-flap endonuclease activity,
5530,,KFG85209.1,33557,CC,Slx1-Slx4 complex,
5530,,KFG85209.1,6310,BP,DNA recombination,
5530,,KFG85209.1,3677,MF,DNA binding,
5530,,KFG85209.1,6281,BP,DNA repair,
5530,,KFG85209.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,
5530,,KFG85210.1,16021,CC,integral component of membrane,
5530,,KFG85210.1,16705,MF,oxidoreductase activity,
5530,,KFG85210.1,55085,BP,transmembrane transport,
5530,,KFG85210.1,5506,MF,iron ion binding,
5530,,KFG85210.1,5253,MF,anion channel activity,
5530,,KFG85210.1,6811,BP,ion transport,
5530,,KFG85210.1,45263,CC,proton-transporting ATP synthase complex,
5530,,KFG85210.1,20037,MF,heme binding,
5530,,KFG85210.1,5886,CC,plasma membrane,
5530,,KFG85210.1,6754,BP,ATP biosynthetic process,
5530,,KFG85210.1,71949,MF,FAD binding,
5530,,KFG85210.1,4497,MF,monooxygenase activity,
5530,,KFG85210.1,15078,MF,proton transmembrane transporter activity,
5530,,KFG85210.1,55114,BP,oxidation-reduction process,
