id,protein_id,go_id,ontology,description,,,,
,KID70653.1,4017,MF,adenylate kinase activity,,,,
,KID70653.1,46039,BP,GTP metabolic process,,,,
,KID70653.1,5525,MF,GTP binding,,,,
,KID70653.1,46033,BP,AMP metabolic process,,,,
,KID70653.1,46940,BP,nucleoside monophosphate phosphorylation,,,,
,KID70653.1,5524,MF,ATP binding,,,,
,KID70653.1,16787,MF,hydrolase activity,,,,
,KID70653.1,16758,MF,transferase activity,,,,
,KID70653.1,16310,BP,phosphorylation,,,,
,KID70653.1,30259,BP,lipid glycosylation,,,,
,KID70653.1,5975,BP,carbohydrate metabolic process,,,,
,KID70655.1,45454,BP,cell redox homeostasis,,,,
,KID70655.1,5623,CC,cell,,,,
,KID70655.1,15035,MF,protein disulfide oxidoreductase activity,,,,
,KID70655.1,16021,CC,integral component of membrane,,,,
,KID70655.1,4650,MF,polygalacturonase activity,,,,
,KID70655.1,6662,BP,glycerol ether metabolic process,,,,
,KID70655.1,55114,BP,oxidation-reduction process,,,,
,KID70655.1,5975,BP,carbohydrate metabolic process,,,,
,KID70655.1,7165,BP,signal transduction,,,,
,KID70656.1,16787,MF,hydrolase activity,,,,
,KID70656.1,6508,BP,proteolysis,,,,
,KID70656.1,16747,MF,transferase activity,,,,
,KID70656.1,140096,MF,catalytic activity,,,,
,KID70657.1,16787,MF,hydrolase activity,,,,
,KID70657.1,16020,CC,membrane,,,,
,KID70657.1,71949,MF,FAD binding,,,,
,KID70657.1,10181,MF,FMN binding,,,,
,KID70658.1,16021,CC,integral component of membrane,,,,
,KID70658.1,46983,MF,protein dimerization activity,,,,
,KID70658.1,55114,BP,oxidation-reduction process,,,,
,KID70658.1,71949,MF,FAD binding,,,,
,KID70658.1,16491,MF,oxidoreductase activity,,,,
,KID70659.1,8168,MF,methyltransferase activity,,,,
,KID70659.1,32259,BP,methylation,,,,
,KID70661.1,6351,BP,transcription,,,,
,KID70661.1,8270,MF,zinc ion binding,,,,
,KID70661.1,5634,CC,nucleus,,,,
,KID70661.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70661.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID70661.1,3677,MF,DNA binding,,,,
,KID70661.1,16021,CC,integral component of membrane,,,,
,KID70661.1,8483,MF,transaminase activity,,,,
,KID70661.1,31226,CC,intrinsic component of plasma membrane,,,,
,KID70661.1,30170,MF,pyridoxal phosphate binding,,,,
,KID70661.1,4528,MF,phosphodiesterase I activity,,,,
,KID70661.1,16772,MF,transferase activity,,,,
,KID70661.1,287,MF,magnesium ion binding,,,,
,KID70661.1,140096,MF,catalytic activity,,,,
,KID70661.1,5524,MF,ATP binding,,,,
,KID70661.1,55085,BP,transmembrane transport,,,,
,KID70661.1,36297,BP,interstrand cross-link repair,,,,
,KID70661.1,6633,BP,fatty acid biosynthetic process,,,,
,KID70661.1,16310,BP,phosphorylation,,,,
,KID70661.1,6260,BP,DNA replication,,,,
,KID70661.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,,,,
,KID70661.1,6464,BP,cellular protein modification process,,,,
,KID70662.1,5887,CC,integral component of plasma membrane,,,,
,KID70662.1,55085,BP,transmembrane transport,,,,
,KID70662.1,8236,MF,serine-type peptidase activity,,,,
,KID70662.1,6508,BP,proteolysis,,,,
,KID70663.1,8483,MF,transaminase activity,,,,
,KID70663.1,30170,MF,pyridoxal phosphate binding,,,,
,KID70664.1,6351,BP,transcription,,,,
,KID70664.1,8270,MF,zinc ion binding,,,,
,KID70664.1,5634,CC,nucleus,,,,
,KID70664.1,3677,MF,DNA binding,,,,
,KID70664.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70664.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID70665.1,8168,MF,methyltransferase activity,,,,
,KID70665.1,32259,BP,methylation,,,,
,KID70665.1,3676,MF,nucleic acid binding,,,,
,KID70667.1,43022,MF,ribosome binding,,,,
,KID70667.1,32979,BP,protein insertion into mitochondrial inner membrane from matrix,,,,
,KID70667.1,5739,CC,mitochondrion,,,,
,KID70667.1,35091,MF,phosphatidylinositol binding,,,,
,KID70667.1,19866,CC,organelle inner membrane,,,,
,KID70667.1,5515,MF,protein binding,,,,
,KID70667.1,4386,MF,helicase activity,,,,
,KID70667.1,6813,BP,potassium ion transport,,,,
,KID70667.1,49,MF,tRNA binding,,,,
,KID70667.1,16021,CC,integral component of membrane,,,,
,KID70667.1,5634,CC,nucleus,,,,
,KID70667.1,1902600,BP,proton transmembrane transport,,,,
,KID70667.1,71528,BP,tRNA re-export from nucleus,,,,
,KID70668.1,35091,MF,phosphatidylinositol binding,,,,
,KID70668.1,34498,BP,early endosome to Golgi transport,,,,
,KID70668.1,407,CC,phagophore assembly site,,,,
,KID70668.1,36010,BP,protein localization to endosome,,,,
,KID70668.1,5769,CC,early endosome,,,,
,KID70668.1,34727,BP,piecemeal microautophagy of the nucleus,,,,
,KID70668.1,19898,CC,extrinsic component of membrane,,,,
,KID70668.1,422,BP,autophagy of mitochondrion,,,,
,KID70668.1,6623,BP,protein targeting to vacuole,,,,
,KID70668.1,5829,CC,cytosol,,,,
,KID70668.1,43022,MF,ribosome binding,,,,
,KID70668.1,4177,MF,aminopeptidase activity,,,,
,KID70668.1,4791,MF,thioredoxin-disulfide reductase activity,,,,
,KID70668.1,10008,CC,endosome membrane,,,,
,KID70668.1,5739,CC,mitochondrion,,,,
,KID70668.1,16021,CC,integral component of membrane,,,,
,KID70668.1,32258,BP,protein localization by the Cvt pathway,,,,
,KID70668.1,6508,BP,proteolysis,,,,
,KID70668.1,19430,BP,removal of superoxide radicals,,,,
,KID70668.1,55114,BP,oxidation-reduction process,,,,
,KID70669.1,4252,MF,serine-type endopeptidase activity,,,,
,KID70669.1,6508,BP,proteolysis,,,,
,KID70669.1,16021,CC,integral component of membrane,,,,
,KID70669.1,31228,CC,intrinsic component of Golgi membrane,,,,
,KID70669.1,5802,CC,trans-Golgi network,,,,
,KID70669.1,51604,BP,protein maturation,,,,
,KID70670.1,22857,MF,transmembrane transporter activity,,,,
,KID70670.1,55085,BP,transmembrane transport,,,,
,KID70670.1,16021,CC,integral component of membrane,,,,
,KID70672.1,16021,CC,integral component of membrane,,,,
,KID70673.1,16021,CC,integral component of membrane,,,,
,KID70673.1,45330,MF,aspartyl esterase activity,,,,
,KID70673.1,42545,BP,cell wall modification,,,,
,KID70673.1,30599,MF,pectinesterase activity,,,,
,KID70674.1,16740,MF,transferase activity,,,,
,KID70674.1,6468,BP,protein phosphorylation,,,,
,KID70674.1,5784,CC,Sec61 translocon complex,,,,
,KID70674.1,140096,MF,catalytic activity,,,,
,KID70674.1,16021,CC,integral component of membrane,,,,
,KID70674.1,6886,BP,intracellular protein transport,,,,
,KID70674.1,6355,BP,regulation of transcription,,,,
,KID70676.1,3824,MF,catalytic activity,,,,
,KID70676.1,15936,BP,coenzyme A metabolic process,,,,
,KID70676.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID70676.1,8299,BP,isoprenoid biosynthetic process,,,,
,KID70676.1,50662,MF,coenzyme binding,,,,
,KID70676.1,5507,MF,copper ion binding,,,,
,KID70676.1,781,CC,chromosome,,,,
,KID70676.1,42579,CC,microbody,,,,
,KID70676.1,1904523,BP,regulation of DNA amplification,,,,
,KID70676.1,183,BP,chromatin silencing at rDNA,,,,
,KID70676.1,5634,CC,nucleus,,,,
,KID70676.1,2000279,BP,negative regulation of DNA biosynthetic process,,,,
,KID70676.1,1302,BP,replicative cell aging,,,,
,KID70676.1,6348,BP,chromatin silencing at telomere,,,,
,KID70676.1,16021,CC,integral component of membrane,,,,
,KID70676.1,55114,BP,oxidation-reduction process,,,,
,KID70677.1,4420,MF,hydroxymethylglutaryl-CoA reductase (NADPH) activity,,,,
,KID70677.1,15936,BP,coenzyme A metabolic process,,,,
,KID70677.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID70677.1,8299,BP,isoprenoid biosynthetic process,,,,
,KID70677.1,50662,MF,coenzyme binding,,,,
,KID70677.1,42282,MF,hydroxymethylglutaryl-CoA reductase activity,,,,
,KID70677.1,16021,CC,integral component of membrane,,,,
,KID70677.1,31903,CC,microbody membrane,,,,
,KID70677.1,55114,BP,oxidation-reduction process,,,,
,KID70677.1,44439,CC,peroxisomal part,,,,
,KID70677.1,16126,BP,sterol biosynthetic process,,,,
,KID70677.1,8204,BP,ergosterol metabolic process,,,,
,KID70677.1,44108,BP,cellular alcohol biosynthetic process,,,,
,KID70677.1,16129,BP,phytosteroid biosynthetic process,,,,
,KID70677.1,97384,BP,cellular lipid biosynthetic process,,,,
,KID70677.1,1902653,BP,secondary alcohol biosynthetic process,,,,
,KID70678.1,16491,MF,oxidoreductase activity,,,,
,KID70678.1,55114,BP,oxidation-reduction process,,,,
,KID70678.1,5789,CC,endoplasmic reticulum membrane,,,,
,KID70678.1,46872,MF,metal ion binding,,,,
,KID70678.1,15936,BP,coenzyme A metabolic process,,,,
,KID70678.1,8299,BP,isoprenoid biosynthetic process,,,,
,KID70678.1,50662,MF,coenzyme binding,,,,
,KID70678.1,16021,CC,integral component of membrane,,,,
,KID70679.1,5887,CC,integral component of plasma membrane,,,,
,KID70679.1,55085,BP,transmembrane transport,,,,
,KID70679.1,16887,MF,ATPase activity,,,,
,KID70679.1,90501,BP,RNA phosphodiester bond hydrolysis,,,,
,KID70679.1,8144,MF,drug binding,,,,
,KID70679.1,6812,BP,cation transport,,,,
,KID70679.1,43168,MF,anion binding,,,,
,KID70679.1,36094,MF,small molecule binding,,,,
,KID70679.1,32259,BP,methylation,,,,
,KID70679.1,42626,MF,ATPase-coupled transmembrane transporter activity,,,,
,KID70679.1,71627,CC,integral component of fungal-type vacuolar membrane,,,,
,KID70679.1,4540,MF,ribonuclease activity,,,,
,KID70679.1,1901363,MF,heterocyclic compound binding,,,,
,KID70679.1,9058,BP,biosynthetic process,,,,
,KID70679.1,97159,MF,organic cyclic compound binding,,,,
,KID70679.1,97367,MF,carbohydrate derivative binding,,,,
,KID70679.1,50662,MF,coenzyme binding,,,,
,KID70679.1,8168,MF,methyltransferase activity,,,,
,KID70679.1,46872,MF,metal ion binding,,,,
,KID70680.1,785,CC,chromatin,,,,
,KID70680.1,6355,BP,regulation of transcription,,,,
,KID70680.1,3677,MF,DNA binding,,,,
,KID70680.1,4672,MF,protein kinase activity,,,,
,KID70680.1,5634,CC,nucleus,,,,
,KID70680.1,5524,MF,ATP binding,,,,
,KID70680.1,6468,BP,protein phosphorylation,,,,
,KID70681.1,5887,CC,integral component of plasma membrane,,,,
,KID70681.1,55085,BP,transmembrane transport,,,,
,KID70684.1,5887,CC,integral component of plasma membrane,,,,
,KID70684.1,55085,BP,transmembrane transport,,,,
,KID70684.1,3676,MF,nucleic acid binding,,,,
,KID70684.1,16787,MF,hydrolase activity,,,,
,KID70684.1,398,BP,mRNA splicing,,,,
,KID70684.1,71627,CC,integral component of fungal-type vacuolar membrane,,,,
,KID70684.1,46540,CC,U4/U6 x U5 tri-snRNP complex,,,,
,KID70685.1,45548,MF,phenylalanine ammonia-lyase activity,,,,
,KID70685.1,9800,BP,cinnamic acid biosynthetic process,,,,
,KID70685.1,5737,CC,cytoplasm,,,,
,KID70685.1,1902222,BP,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,,,,
,KID70685.1,16705,MF,oxidoreductase activity,,,,
,KID70685.1,5634,CC,nucleus,,,,
,KID70685.1,6558,BP,L-phenylalanine metabolic process,,,,
,KID70685.1,46914,MF,transition metal ion binding,,,,
,KID70685.1,9074,BP,aromatic amino acid family catabolic process,,,,
,KID70685.1,20037,MF,heme binding,,,,
,KID70685.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70685.1,42737,BP,drug catabolic process,,,,
,KID70685.1,71949,MF,FAD binding,,,,
,KID70685.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID70685.1,55114,BP,oxidation-reduction process,,,,
,KID70686.1,16705,MF,oxidoreductase activity,,,,
,KID70686.1,55114,BP,oxidation-reduction process,,,,
,KID70686.1,16021,CC,integral component of membrane,,,,
,KID70686.1,5506,MF,iron ion binding,,,,
,KID70686.1,32259,BP,methylation,,,,
,KID70686.1,4497,MF,monooxygenase activity,,,,
,KID70686.1,20037,MF,heme binding,,,,
,KID70686.1,55085,BP,transmembrane transport,,,,
,KID70686.1,31226,CC,intrinsic component of plasma membrane,,,,
,KID70686.1,8168,MF,methyltransferase activity,,,,
,KID70687.1,16021,CC,integral component of membrane,,,,
,KID70688.1,8168,MF,methyltransferase activity,,,,
,KID70688.1,32259,BP,methylation,,,,
,KID70688.1,16021,CC,integral component of membrane,,,,
,KID70688.1,19915,BP,lipid storage,,,,
,KID70688.1,3839,MF,gamma-glutamylcyclotransferase activity,,,,
,KID70688.1,71949,MF,FAD binding,,,,
,KID70688.1,55114,BP,oxidation-reduction process,,,,
,KID70688.1,16491,MF,oxidoreductase activity,,,,
,KID70690.1,16491,MF,oxidoreductase activity,,,,
,KID70690.1,55114,BP,oxidation-reduction process,,,,
,KID70690.1,5634,CC,nucleus,,,,
,KID70690.1,34648,MF,histone demethylase activity (H3-dimethyl-K4 specific),,,,
,KID70690.1,34720,BP,histone H3-K4 demethylation,,,,
,KID70690.1,43565,MF,sequence-specific DNA binding,,,,
,KID70690.1,6355,BP,regulation of transcription,,,,
,KID70690.1,785,CC,chromatin,,,,
,KID70690.1,3682,MF,chromatin binding,,,,
,KID70690.1,8134,MF,transcription factor binding,,,,
,KID70690.1,50660,MF,flavin adenine dinucleotide binding,,,,
,KID70690.1,70013,CC,intracellular organelle lumen,,,,
,KID70690.1,1903508,BP,positive regulation of nucleic acid-templated transcription,,,,
,KID70690.1,10628,BP,positive regulation of gene expression,,,,
,KID70690.1,1903507,BP,negative regulation of nucleic acid-templated transcription,,,,
,KID70690.1,2000113,BP,negative regulation of cellular macromolecule biosynthetic process,,,,
,KID70690.1,10629,BP,negative regulation of gene expression,,,,
,KID70692.1,30026,BP,cellular manganese ion homeostasis,,,,
,KID70692.1,5384,MF,manganese ion transmembrane transporter activity,,,,
,KID70692.1,329,CC,fungal-type vacuole membrane,,,,
,KID70692.1,71421,BP,manganese ion transmembrane transport,,,,
,KID70692.1,16021,CC,integral component of membrane,,,,
,KID70692.1,15093,MF,ferrous iron transmembrane transporter activity,,,,
,KID70692.1,4553,MF,hydrolase activity,,,,
,KID70692.1,5794,CC,Golgi apparatus,,,,
,KID70692.1,6874,BP,cellular calcium ion homeostasis,,,,
,KID70692.1,5886,CC,plasma membrane,,,,
,KID70692.1,6879,BP,cellular iron ion homeostasis,,,,
,KID70692.1,34755,BP,iron ion transmembrane transport,,,,
,KID70692.1,72511,BP,divalent inorganic cation transport,,,,
,KID70692.1,51238,BP,sequestering of metal ion,,,,
,KID70692.1,51651,BP,maintenance of location in cell,,,,
,KID70692.1,30447,BP,filamentous growth,,,,
,KID70692.1,5975,BP,carbohydrate metabolic process,,,,
,KID70693.1,30976,MF,thiamine pyrophosphate binding,,,,
,KID70693.1,5829,CC,cytosol,,,,
,KID70693.1,6090,BP,pyruvate metabolic process,,,,
,KID70693.1,5634,CC,nucleus,,,,
,KID70693.1,16831,MF,carboxy-lyase activity,,,,
,KID70693.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID70693.1,287,MF,magnesium ion binding,,,,
,KID70693.1,6351,BP,transcription,,,,
,KID70693.1,42802,MF,identical protein binding,,,,
,KID70693.1,4523,MF,RNA-DNA hybrid ribonuclease activity,,,,
,KID70693.1,6091,BP,generation of precursor metabolites and energy,,,,
,KID70693.1,8270,MF,zinc ion binding,,,,
,KID70693.1,3676,MF,nucleic acid binding,,,,
,KID70693.1,4672,MF,protein kinase activity,,,,
,KID70693.1,6468,BP,protein phosphorylation,,,,
,KID70693.1,5524,MF,ATP binding,,,,
,KID70694.1,8289,MF,lipid binding,,,,
,KID70695.1,16787,MF,hydrolase activity,,,,
,KID70695.1,44267,BP,cellular protein metabolic process,,,,
,KID70695.1,5840,CC,ribosome,,,,
,KID70695.1,4672,MF,protein kinase activity,,,,
,KID70695.1,3735,MF,structural constituent of ribosome,,,,
,KID70695.1,36211,BP,protein modification process,,,,
,KID70695.1,43043,BP,peptide biosynthetic process,,,,
,KID70695.1,5524,MF,ATP binding,,,,
,KID70695.1,16310,BP,phosphorylation,,,,
,KID70695.1,34645,BP,cellular macromolecule biosynthetic process,,,,
,KID70695.1,10467,BP,gene expression,,,,
,KID70697.1,19441,BP,tryptophan catabolic process to kynurenine,,,,
,KID70697.1,20037,MF,heme binding,,,,
,KID70697.1,16021,CC,integral component of membrane,,,,
,KID70697.1,51213,MF,dioxygenase activity,,,,
,KID70697.1,46872,MF,metal ion binding,,,,
,KID70697.1,31226,CC,intrinsic component of plasma membrane,,,,
,KID70697.1,55114,BP,oxidation-reduction process,,,,
,KID70697.1,55085,BP,transmembrane transport,,,,
,KID70698.1,30429,MF,kynureninase activity,,,,
,KID70698.1,97053,BP,L-kynurenine catabolic process,,,,
,KID70698.1,5737,CC,cytoplasm,,,,
,KID70698.1,43420,BP,anthranilate metabolic process,,,,
,KID70698.1,34354,BP,'de novo' NAD biosynthetic process from tryptophan,,,,
,KID70698.1,30170,MF,pyridoxal phosphate binding,,,,
,KID70698.1,19805,BP,quinolinate biosynthetic process,,,,
,KID70698.1,42175,CC,nuclear outer membrane-endoplasmic reticulum membrane network,,,,
,KID70698.1,6569,BP,tryptophan catabolic process,,,,
,KID70698.1,31090,CC,organelle membrane,,,,
,KID70698.1,44446,CC,intracellular organelle part,,,,
,KID70698.1,43231,CC,intracellular membrane-bounded organelle,,,,
,KID70698.1,4420,MF,hydroxymethylglutaryl-CoA reductase (NADPH) activity,,,,
,KID70698.1,16021,CC,integral component of membrane,,,,
,KID70698.1,16740,MF,transferase activity,,,,
,KID70698.1,15936,BP,coenzyme A metabolic process,,,,
,KID70698.1,8299,BP,isoprenoid biosynthetic process,,,,
,KID70698.1,55114,BP,oxidation-reduction process,,,,
,KID70699.1,16021,CC,integral component of membrane,,,,
,KID70699.1,55085,BP,transmembrane transport,,,,
,KID70699.1,31226,CC,intrinsic component of plasma membrane,,,,
,KID70700.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70700.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID70700.1,5634,CC,nucleus,,,,
,KID70700.1,6351,BP,transcription,,,,
,KID70700.1,8270,MF,zinc ion binding,,,,
,KID70700.1,3677,MF,DNA binding,,,,
,KID70700.1,16021,CC,integral component of membrane,,,,
,KID70700.1,3777,MF,microtubule motor activity,,,,
,KID70700.1,31226,CC,intrinsic component of plasma membrane,,,,
,KID70700.1,8017,MF,microtubule binding,,,,
,KID70700.1,5507,MF,copper ion binding,,,,
,KID70700.1,5524,MF,ATP binding,,,,
,KID70700.1,1067,MF,regulatory region nucleic acid binding,,,,
,KID70700.1,7018,BP,microtubule-based movement,,,,
,KID70700.1,55085,BP,transmembrane transport,,,,
,KID70700.1,411,BP,positive regulation of transcription by galactose,,,,
,KID70701.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70701.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID70701.1,5634,CC,nucleus,,,,
,KID70701.1,8270,MF,zinc ion binding,,,,
,KID70701.1,3677,MF,DNA binding,,,,
,KID70701.1,16021,CC,integral component of membrane,,,,
,KID70702.1,16021,CC,integral component of membrane,,,,
,KID70702.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70702.1,6357,BP,regulation of transcription by RNA polymerase II,,,,
,KID70702.1,8270,MF,zinc ion binding,,,,
,KID70702.1,5634,CC,nucleus,,,,
,KID70703.1,16021,CC,integral component of membrane,,,,
,KID70704.1,5666,CC,RNA polymerase III complex,,,,
,KID70704.1,6383,BP,transcription by RNA polymerase III,,,,
,KID70704.1,16021,CC,integral component of membrane,,,,
,KID70705.1,3755,MF,peptidyl-prolyl cis-trans isomerase activity,,,,
,KID70705.1,413,BP,protein peptidyl-prolyl isomerization,,,,
,KID70705.1,5739,CC,mitochondrion,,,,
,KID70705.1,5634,CC,nucleus,,,,
,KID70705.1,6457,BP,protein folding,,,,
,KID70705.1,16018,MF,cyclosporin A binding,,,,
,KID70705.1,51082,MF,unfolded protein binding,,,,
,KID70706.1,5666,CC,RNA polymerase III complex,,,,
,KID70706.1,6383,BP,transcription by RNA polymerase III,,,,
,KID70706.1,3899,MF,DNA-directed 5'-3' RNA polymerase activity,,,,
,KID70706.1,4407,MF,histone deacetylase activity,,,,
,KID70706.1,16575,BP,histone deacetylation,,,,
,KID70707.1,4407,MF,histone deacetylase activity,,,,
,KID70707.1,16575,BP,histone deacetylation,,,,
,KID70707.1,70822,CC,Sin3-type complex,,,,
,KID70707.1,34399,CC,nuclear periphery,,,,
,KID70707.1,46872,MF,metal ion binding,,,,
,KID70707.1,3713,MF,transcription coactivator activity,,,,
,KID70707.1,3714,MF,transcription corepressor activity,,,,
,KID70707.1,34979,MF,NAD-dependent protein deacetylase activity,,,,
,KID70707.1,5666,CC,RNA polymerase III complex,,,,
,KID70707.1,981,MF,DNA-binding transcription factor activity,,,,
,KID70707.1,51038,BP,negative regulation of transcription involved in meiotic cell cycle,,,,
,KID70707.1,34503,BP,protein localization to nucleolar rDNA repeats,,,,
,KID70707.1,117,BP,regulation of transcription involved in G2/M transition of mitotic cell cycle,,,,
,KID70707.1,45128,BP,negative regulation of reciprocal meiotic recombination,,,,
,KID70707.1,61188,BP,negative regulation of chromatin silencing at rDNA,,,,
,KID70707.1,61587,BP,transfer RNA gene-mediated silencing,,,,
,KID70707.1,61186,BP,negative regulation of chromatin silencing at silent mating-type cassette,,,,
,KID70707.1,16479,BP,negative regulation of transcription by RNA polymerase I,,,,
,KID70707.1,31939,BP,negative regulation of chromatin silencing at telomere,,,,
,KID70707.1,1302,BP,replicative cell aging,,,,
,KID70707.1,83,BP,regulation of transcription involved in G1/S transition of mitotic cell cycle,,,,
,KID70707.1,16239,BP,positive regulation of macroautophagy,,,,
,KID70707.1,30174,BP,regulation of DNA-dependent DNA replication initiation,,,,
,KID70707.1,6368,BP,transcription elongation from RNA polymerase II promoter,,,,
,KID70707.1,45944,BP,positive regulation of transcription by RNA polymerase II,,,,
,KID70707.1,6383,BP,transcription by RNA polymerase III,,,,
,KID70708.1,61578,MF,Lys63-specific deubiquitinase activity,,,,
,KID70708.1,70536,BP,protein K63-linked deubiquitination,,,,
,KID70708.1,502,CC,proteasome complex,,,,
,KID70708.1,8237,MF,metallopeptidase activity,,,,
,KID70708.1,70628,MF,proteasome binding,,,,
,KID70708.1,4843,MF,thiol-dependent ubiquitin-specific protease activity,,,,
,KID70708.1,43161,BP,proteasome-mediated ubiquitin-dependent protein catabolic process,,,,
,KID70709.1,4672,MF,protein kinase activity,,,,
,KID70709.1,6468,BP,protein phosphorylation,,,,
,KID70709.1,5634,CC,nucleus,,,,
,KID70709.1,5524,MF,ATP binding,,,,
,KID70709.1,5737,CC,cytoplasm,,,,
,KID70709.1,42770,BP,signal transduction in response to DNA damage,,,,
,KID70709.1,44773,BP,mitotic DNA damage checkpoint,,,,
,KID70709.1,30246,MF,carbohydrate binding,,,,
,KID70710.1,5887,CC,integral component of plasma membrane,,,,
,KID70710.1,55085,BP,transmembrane transport,,,,
,KID70710.1,22857,MF,transmembrane transporter activity,,,,
,KID70711.1,16301,MF,kinase activity,,,,
,KID70711.1,16310,BP,phosphorylation,,,,
,KID70711.1,52692,MF,raffinose alpha-galactosidase activity,,,,
,KID70711.1,5975,BP,carbohydrate metabolic process,,,,
,KID70711.1,46983,MF,protein dimerization activity,,,,
,KID70712.1,8271,MF,secondary active sulfate transmembrane transporter activity,,,,
,KID70712.1,1902358,BP,sulfate transmembrane transport,,,,
,KID70712.1,16021,CC,integral component of membrane,,,,
,KID70713.1,33609,BP,oxalate metabolic process,,,,
,KID70713.1,45735,MF,nutrient reservoir activity,,,,
,KID70714.1,16021,CC,integral component of membrane,,,,
,KID70715.1,8270,MF,zinc ion binding,,,,
,KID70715.1,3676,MF,nucleic acid binding,,,,
,KID70716.1,8236,MF,serine-type peptidase activity,,,,
,KID70716.1,6508,BP,proteolysis,,,,
,KID70716.1,4177,MF,aminopeptidase activity,,,,
,KID70716.1,55114,BP,oxidation-reduction process,,,,
,KID70716.1,16491,MF,oxidoreductase activity,,,,
,KID70716.1,4175,MF,endopeptidase activity,,,,
,KID70717.1,16787,MF,hydrolase activity,,,,
,KID70717.1,6508,BP,proteolysis,,,,
,KID70717.1,16021,CC,integral component of membrane,,,,
,KID70717.1,140096,MF,catalytic activity,,,,
,KID70717.1,71949,MF,FAD binding,,,,
,KID70717.1,55085,BP,transmembrane transport,,,,
,KID70717.1,22857,MF,transmembrane transporter activity,,,,
,KID70717.1,3676,MF,nucleic acid binding,,,,
,KID70718.1,42626,MF,ATPase-coupled transmembrane transporter activity,,,,
,KID70718.1,9405,BP,pathogenesis,,,,
,KID70718.1,16021,CC,integral component of membrane,,,,
,KID70718.1,55085,BP,transmembrane transport,,,,
,KID70718.1,16887,MF,ATPase activity,,,,
,KID70718.1,6355,BP,regulation of transcription,,,,
,KID70718.1,5524,MF,ATP binding,,,,
,KID70718.1,3700,MF,DNA-binding transcription factor activity,,,,
,KID70718.1,3677,MF,DNA binding,,,,
,KID70719.1,8236,MF,serine-type peptidase activity,,,,
,KID70719.1,6508,BP,proteolysis,,,,
,KID70720.1,4672,MF,protein kinase activity,,,,
,KID70720.1,6468,BP,protein phosphorylation,,,,
,KID70720.1,5524,MF,ATP binding,,,,
,KID70720.1,9116,BP,nucleoside metabolic process,,,,
,KID70720.1,3723,MF,RNA binding,,,,
,KID70721.1,16021,CC,integral component of membrane,,,,
,KID70721.1,1671,MF,ATPase activator activity,,,,
,KID70721.1,32781,BP,positive regulation of ATPase activity,,,,
,KID70721.1,51087,MF,chaperone binding,,,,
,KID70721.1,97428,BP,protein maturation by iron-sulfur cluster transfer,,,,
,KID70721.1,51259,BP,protein complex oligomerization,,,,
,KID70721.1,16765,MF,transferase activity,,,,
,KID70721.1,16491,MF,oxidoreductase activity,,,,
,KID70721.1,55114,BP,oxidation-reduction process,,,,
,KID70722.1,16787,MF,hydrolase activity,,,,
,KID70723.1,33557,CC,Slx1-Slx4 complex,,,,
,KID70723.1,17108,MF,5'-flap endonuclease activity,,,,
,KID70723.1,6260,BP,DNA replication,,,,
,KID70723.1,6310,BP,DNA recombination,,,,
,KID70723.1,6281,BP,DNA repair,,,,
,KID70723.1,3677,MF,DNA binding,,,,
,KID70723.1,90305,BP,nucleic acid phosphodiester bond hydrolysis,,,,
,KID70723.1,785,CC,chromatin,,,,
,KID70723.1,6355,BP,regulation of transcription,,,,
,KID70724.1,6364,BP,rRNA processing,,,,
,KID70724.1,3735,MF,structural constituent of ribosome,,,,
,KID70724.1,5840,CC,ribosome,,,,
,KID70724.1,16787,MF,hydrolase activity,,,,
,KID70724.1,6412,BP,translation,,,,
,KID70724.1,44445,CC,cytosolic part,,,,
,KID70724.1,44446,CC,intracellular organelle part,,,,
,KID70724.1,43628,BP,ncRNA 3'-end processing,,,,
,KID70724.1,42274,BP,ribosomal small subunit biogenesis,,,,
,KID70724.1,90502,BP,RNA phosphodiester bond hydrolysis,,,,
,KID70725.1,16829,MF,lyase activity,,,,
,KID70725.1,140097,MF,catalytic activity,,,,
,KID70726.1,6302,BP,double-strand break repair,,,,
,KID70726.1,5634,CC,nucleus,,,,
,KID70726.1,45027,MF,DNA end binding,,,,
,KID70726.1,70419,CC,nonhomologous end joining complex,,,,
,KID70726.1,44446,CC,intracellular organelle part,,,,
,KID70726.1,726,BP,non-recombinational repair,,,,
,KID70727.1,43565,MF,sequence-specific DNA binding,,,,
,KID70727.1,5634,CC,nucleus,,,,
