organism	id	protein_id	go_id	ontology	description
1276135		KID69236.1	0055114	BP	oxidation-reduction process
1276135		KID69237.1	0003724	MF	RNA helicase activity
1276135		KID69237.1	0006401	BP	RNA catabolic process
1276135		KID69237.1	0055087	CC	Ski complex
1276135		KID69237.1	0003723	MF	RNA binding
1276135		KID69237.1	0005524	MF	ATP binding
1276135		KID69237.1	0016071	BP	mRNA metabolic process
1276135		KID69237.1	0010629	BP	negative regulation of gene expression
1276135		KID69238.1	0007034	BP	vacuolar transport
1276135		KID69238.1	0000815	CC	ESCRT III complex
1276135		KID69238.1	0005771	CC	multivesicular body
1276135		KID69238.1	0032509	BP	endosome transport via multivesicular body sorting pathway
1276135		KID69238.1	0015031	BP	protein transport
1276135		KID69240.1	0016021	CC	integral component of membrane
1276135		KID69241.1	0031924	MF	vitamin B6 transmembrane transporter activity
1276135		KID69241.1	0031919	BP	vitamin B6 transport
1276135		KID69241.1	0005886	CC	plasma membrane
1276135		KID69241.1	0016021	CC	integral component of membrane
1276135		KID69241.1	0055085	BP	transmembrane transport
1276135		KID69243.1	0016021	CC	integral component of membrane
1276135		KID69243.1	0071949	MF	FAD binding
1276135		KID69243.1	0055085	BP	transmembrane transport
1276135		KID69243.1	0022857	MF	transmembrane transporter activity
1276135		KID69243.1	0055114	BP	oxidation-reduction process
1276135		KID69243.1	0008270	MF	zinc ion binding
1276135		KID69243.1	0016491	MF	oxidoreductase activity
1276135		KID69245.1	0050660	MF	flavin adenine dinucleotide binding
1276135		KID69245.1	0055114	BP	oxidation-reduction process
1276135		KID69245.1	0016614	MF	oxidoreductase activity, acting on CH-OH group of donors
1276135		KID69246.1	0003700	MF	DNA-binding transcription factor activity
1276135		KID69246.1	0006355	BP	regulation of transcription, DNA-templated
1276135		KID69246.1	0005634	CC	nucleus
1276135		KID69246.1	0003677	MF	DNA binding
1276135		KID69246.1	0016021	CC	integral component of membrane
1276135		KID69246.1	0006986	BP	response to unfolded protein
1276135		KID69247.1	0048478	BP	replication fork protection
1276135		KID69247.1	0005634	CC	nucleus
1276135		KID69247.1	0003724	MF	RNA helicase activity
1276135		KID69247.1	0000076	BP	DNA replication checkpoint
1276135		KID69247.1	0003723	MF	RNA binding
1276135		KID69247.1	0005657	CC	replication fork
1276135		KID69247.1	0005524	MF	ATP binding
1276135		KID69247.1	0070013	CC	intracellular organelle lumen
1276135		KID69247.1	0006974	BP	cellular response to DNA damage stimulus
1276135		KID69247.1	0032991	CC	protein-containing complex
1276135		KID69247.1	0003677	MF	DNA binding
1276135		KID69247.1	0051321	BP	meiotic cell cycle
1276135		KID69247.1	0043111	BP	replication fork arrest
1276135		KID69247.1	0006401	BP	RNA catabolic process
1276135		KID69247.1	0000280	BP	nuclear division
1276135		KID69247.1	0098813	BP	nuclear chromosome segregation
1276135		KID69248.1	0016021	CC	integral component of membrane
1276135		KID69248.1	0003954	MF	NADH dehydrogenase activity
1276135		KID69248.1	0055114	BP	oxidation-reduction process
1276135		KID69248.1	0005747	CC	mitochondrial respiratory chain complex I
1276135		KID69248.1	0016655	MF	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
1276135		KID69252.1	0043386	BP	mycotoxin biosynthetic process
1276135		KID69252.1	0016021	CC	integral component of membrane
1276135		KID69255.1	0016491	MF	oxidoreductase activity
1276135		KID69255.1	0055114	BP	oxidation-reduction process
1276135		KID69255.1	0016021	CC	integral component of membrane
1276135		KID69255.1	0055085	BP	transmembrane transport
1276135		KID69255.1	0022857	MF	transmembrane transporter activity
1276135		KID69255.1	0005506	MF	iron ion binding
1276135		KID69255.1	0020037	MF	heme binding
1276135		KID69256.1	0022857	MF	transmembrane transporter activity
1276135		KID69256.1	0055085	BP	transmembrane transport
1276135		KID69256.1	0016021	CC	integral component of membrane
1276135		KID69256.1	0015854	BP	guanine transport
1276135		KID69256.1	0008270	MF	zinc ion binding
1276135		KID69256.1	0015853	BP	adenine transport
1276135		KID69256.1	0031226	CC	intrinsic component of plasma membrane
1276135		KID69256.1	0000324	CC	fungal-type vacuole
1276135		KID69256.1	0035344	BP	hypoxanthine transport
1276135		KID69258.1	0005975	BP	carbohydrate metabolic process
1276135		KID69258.1	0003824	MF	catalytic activity
1276135		KID69258.1	0005634	CC	nucleus
1276135		KID69258.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69258.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69258.1	0006351	BP	transcription, DNA-templated
1276135		KID69258.1	0008270	MF	zinc ion binding
1276135		KID69258.1	0016021	CC	integral component of membrane
1276135		KID69258.1	0003677	MF	DNA binding
1276135		KID69258.1	1901575	BP	organic substance catabolic process
1276135		KID69259.1	0022857	MF	transmembrane transporter activity
1276135		KID69259.1	0055085	BP	transmembrane transport
1276135		KID69259.1	0016021	CC	integral component of membrane
1276135		KID69260.1	0016810	MF	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
1276135		KID69260.1	0030245	BP	cellulose catabolic process
1276135		KID69260.1	0008810	MF	cellulase activity
1276135		KID69261.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID69261.1	0055114	BP	oxidation-reduction process
1276135		KID69261.1	0016021	CC	integral component of membrane
1276135		KID69261.1	0005506	MF	iron ion binding
1276135		KID69261.1	0032259	BP	methylation
1276135		KID69261.1	0020037	MF	heme binding
1276135		KID69261.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69261.1	0005634	CC	nucleus
1276135		KID69261.1	0006506	BP	GPI anchor biosynthetic process
1276135		KID69261.1	0005789	CC	endoplasmic reticulum membrane
1276135		KID69261.1	0004497	MF	monooxygenase activity
1276135		KID69261.1	0008168	MF	methyltransferase activity
1276135		KID69261.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69261.1	0008270	MF	zinc ion binding
1276135		KID69261.1	0004252	MF	serine-type endopeptidase activity
1276135		KID69261.1	0006508	BP	proteolysis
1276135		KID69262.1	0004252	MF	serine-type endopeptidase activity
1276135		KID69262.1	0006508	BP	proteolysis
1276135		KID69263.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69263.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69263.1	0005634	CC	nucleus
1276135		KID69263.1	0008270	MF	zinc ion binding
1276135		KID69264.1	0019829	MF	ATPase-coupled cation transmembrane transporter activity
1276135		KID69264.1	0030001	BP	metal ion transport
1276135		KID69264.1	0016021	CC	integral component of membrane
1276135		KID69264.1	0098655	BP	cation transmembrane transport
1276135		KID69264.1	0031226	CC	intrinsic component of plasma membrane
1276135		KID69264.1	0005524	MF	ATP binding
1276135		KID69264.1	0046872	MF	metal ion binding
1276135		KID69265.1	0004556	MF	alpha-amylase activity
1276135		KID69265.1	0005975	BP	carbohydrate metabolic process
1276135		KID69265.1	0005840	CC	ribosome
1276135		KID69265.1	0005509	MF	calcium ion binding
1276135		KID69265.1	0103025	MF	alpha-amylase activity (releasing maltohexaose)
1276135		KID69265.1	1901575	BP	organic substance catabolic process
1276135		KID69265.1	0016021	CC	integral component of membrane
1276135		KID69265.1	2001070	MF	starch binding
1276135		KID69265.1	0044260	BP	cellular macromolecule metabolic process
1276135		KID69265.1	0004650	MF	polygalacturonase activity
1276135		KID69266.1	0016021	CC	integral component of membrane
1276135		KID69267.1	0004842	MF	ubiquitin-protein transferase activity
1276135		KID69267.1	0016567	BP	protein ubiquitination
1276135		KID69267.1	0005576	CC	extracellular region
1276135		KID69267.1	0016021	CC	integral component of membrane
1276135		KID69267.1	0106050	MF	tRNA 2'-O-methyltransferase activity
1276135		KID69267.1	0031011	CC	Ino80 complex
1276135		KID69267.1	0050262	MF	ribosylnicotinamide kinase activity
1276135		KID69267.1	0034356	BP	NAD biosynthesis via nicotinamide riboside salvage pathway
1276135		KID69267.1	0007155	BP	cell adhesion
1276135		KID69267.1	0030488	BP	tRNA methylation
1276135		KID69267.1	0006338	BP	chromatin remodeling
1276135		KID69267.1	0008144	MF	drug binding
1276135		KID69267.1	0097367	MF	carbohydrate derivative binding
1276135		KID69267.1	0006351	BP	transcription, DNA-templated
1276135		KID69267.1	0004674	MF	protein serine/threonine kinase activity
1276135		KID69267.1	0005618	CC	cell wall
1276135		KID69267.1	0030554	MF	adenyl nucleotide binding
1276135		KID69267.1	0003677	MF	DNA binding
1276135		KID69267.1	0005509	MF	calcium ion binding
1276135		KID69267.1	0035639	MF	purine ribonucleoside triphosphate binding
1276135		KID69267.1	0016987	MF	sigma factor activity
1276135		KID69267.1	0016887	MF	ATPase activity
1276135		KID69267.1	0031226	CC	intrinsic component of plasma membrane
1276135		KID69267.1	0030255	BP	protein secretion by the type IV secretion system
1276135		KID69267.1	0003700	MF	DNA-binding transcription factor activity
1276135		KID69267.1	0006030	BP	chitin metabolic process
1276135		KID69267.1	0016310	BP	phosphorylation
1276135		KID69267.1	0009405	BP	pathogenesis
1276135		KID69267.1	0006281	BP	DNA repair
1276135		KID69267.1	2000142	BP	regulation of DNA-templated transcription, initiation
1276135		KID69267.1	0008610	BP	lipid biosynthetic process
1276135		KID69269.1	0006351	BP	transcription, DNA-templated
1276135		KID69269.1	0008270	MF	zinc ion binding
1276135		KID69269.1	0005634	CC	nucleus
1276135		KID69269.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69269.1	0003677	MF	DNA binding
1276135		KID69269.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69269.1	0016021	CC	integral component of membrane
1276135		KID69269.1	0018506	MF	maleylacetate reductase activity
1276135		KID69269.1	0071949	MF	FAD binding
1276135		KID69269.1	0016307	MF	phosphatidylinositol phosphate kinase activity
1276135		KID69269.1	0070403	MF	NAD+ binding
1276135		KID69269.1	0031177	MF	phosphopantetheine binding
1276135		KID69269.1	0003723	MF	RNA binding
1276135		KID69269.1	0016787	MF	hydrolase activity
1276135		KID69269.1	0005524	MF	ATP binding
1276135		KID69269.1	0046854	BP	phosphatidylinositol phosphorylation
1276135		KID69269.1	0055085	BP	transmembrane transport
1276135		KID69269.1	0055114	BP	oxidation-reduction process
1276135		KID69269.1	0090305	BP	nucleic acid phosphodiester bond hydrolysis
1276135		KID69271.1	0005262	MF	calcium channel activity
1276135		KID69271.1	0070588	BP	calcium ion transmembrane transport
1276135		KID69271.1	0016021	CC	integral component of membrane
1276135		KID69271.1	0005829	CC	cytosol
1276135		KID69271.1	2000031	BP	regulation of salicylic acid mediated signaling pathway
1276135		KID69271.1	0043231	CC	intracellular membrane-bounded organelle
1276135		KID69271.1	0042995	CC	cell projection
1276135		KID69271.1	0071446	BP	cellular response to salicylic acid stimulus
1276135		KID69271.1	0004672	MF	protein kinase activity
1276135		KID69271.1	0009116	BP	nucleoside metabolic process
1276135		KID69271.1	0015485	MF	cholesterol binding
1276135		KID69271.1	0005524	MF	ATP binding
1276135		KID69271.1	0008081	MF	phosphoric diester hydrolase activity
1276135		KID69271.1	0031347	BP	regulation of defense response
1276135		KID69271.1	0007165	BP	signal transduction
1276135		KID69271.1	0005217	MF	intracellular ligand-gated ion channel activity
1276135		KID69271.1	0099094	MF	ligand-gated cation channel activity
1276135		KID69271.1	0006468	BP	protein phosphorylation
1276135		KID69271.1	0008381	MF	mechanosensitive ion channel activity
1276135		KID69271.1	0004190	MF	aspartic-type endopeptidase activity
1276135		KID69271.1	0042626	MF	ATPase-coupled transmembrane transporter activity
1276135		KID69271.1	0008408	MF	3'-5' exonuclease activity
1276135		KID69271.1	0006869	BP	lipid transport
1276135		KID69271.1	0016887	MF	ATPase activity
1276135		KID69271.1	0003676	MF	nucleic acid binding
1276135		KID69271.1	0030253	BP	protein secretion by the type I secretion system
1276135		KID69271.1	0006629	BP	lipid metabolic process
1276135		KID69271.1	0050974	BP	detection of mechanical stimulus involved in sensory perception
1276135		KID69271.1	0010564	BP	regulation of cell cycle process
1276135		KID69271.1	0051283	BP	negative regulation of sequestering of calcium ion
1276135		KID69271.1	0060402	BP	calcium ion transport into cytosol
1276135		KID69271.1	0009593	BP	detection of chemical stimulus
1276135		KID69271.1	0090305	BP	nucleic acid phosphodiester bond hydrolysis
1276135		KID69271.1	0006508	BP	proteolysis
1276135		KID69274.1	0004252	MF	serine-type endopeptidase activity
1276135		KID69274.1	0006508	BP	proteolysis
1276135		KID69274.1	0016021	CC	integral component of membrane
1276135		KID69275.1	0008171	MF	O-methyltransferase activity
1276135		KID69275.1	0032259	BP	methylation
1276135		KID69276.1	0008171	MF	O-methyltransferase activity
1276135		KID69276.1	0032259	BP	methylation
1276135		KID69276.1	0005789	CC	endoplasmic reticulum membrane
1276135		KID69276.1	0008213	BP	protein alkylation
1276135		KID69276.1	0008276	MF	protein methyltransferase activity
1276135		KID69276.1	0008757	MF	S-adenosylmethionine-dependent methyltransferase activity
1276135		KID69276.1	0017000	BP	antibiotic biosynthetic process
1276135		KID69276.1	0046872	MF	metal ion binding
1276135		KID69276.1	0016021	CC	integral component of membrane
1276135		KID69277.1	0000160	BP	phosphorelay signal transduction system
1276135		KID69278.1	0005840	CC	ribosome
1276135		KID69278.1	0000160	BP	phosphorelay signal transduction system
1276135		KID69278.1	0003735	MF	structural constituent of ribosome
1276135		KID69278.1	0032543	BP	mitochondrial translation
1276135		KID69278.1	0055085	BP	transmembrane transport
1276135		KID69278.1	0005759	CC	mitochondrial matrix
1276135		KID69278.1	0098798	CC	mitochondrial protein complex
1276135		KID69278.1	0005887	CC	integral component of plasma membrane
1276135		KID69279.1	0004725	MF	protein tyrosine phosphatase activity
1276135		KID69279.1	0035335	BP	peptidyl-tyrosine dephosphorylation
1276135		KID69279.1	0016772	MF	transferase activity, transferring phosphorus-containing groups
1276135		KID69279.1	0003746	MF	translation elongation factor activity
1276135		KID69279.1	0004114	MF	3',5'-cyclic-nucleotide phosphodiesterase activity
1276135		KID69279.1	0006414	BP	translational elongation
1276135		KID69279.1	0006468	BP	protein phosphorylation
1276135		KID69279.1	0032774	BP	RNA biosynthetic process
1276135		KID69279.1	0140098	MF	catalytic activity, acting on RNA
1276135		KID69279.1	0005524	MF	ATP binding
1276135		KID69280.1	0016787	MF	hydrolase activity
1276135		KID69281.1	0051213	MF	dioxygenase activity
1276135		KID69281.1	0055114	BP	oxidation-reduction process
1276135		KID69284.1	0004672	MF	protein kinase activity
1276135		KID69284.1	0006468	BP	protein phosphorylation
1276135		KID69284.1	0016021	CC	integral component of membrane
1276135		KID69284.1	0005524	MF	ATP binding
1276135		KID69285.1	0004672	MF	protein kinase activity
1276135		KID69285.1	0006468	BP	protein phosphorylation
1276135		KID69285.1	0016021	CC	integral component of membrane
1276135		KID69285.1	0005524	MF	ATP binding
1276135		KID69285.1	0016787	MF	hydrolase activity
1276135		KID69286.1	0003942	MF	N-acetyl-gamma-glutamyl-phosphate reductase activity
1276135		KID69286.1	0006526	BP	arginine biosynthetic process
1276135		KID69286.1	0005739	CC	mitochondrion
1276135		KID69286.1	0051287	MF	NAD binding
1276135		KID69286.1	0003991	MF	acetylglutamate kinase activity
1276135		KID69286.1	0005789	CC	endoplasmic reticulum membrane
1276135		KID69286.1	0005524	MF	ATP binding
1276135		KID69286.1	0055114	BP	oxidation-reduction process
1276135		KID69286.1	0016021	CC	integral component of membrane
1276135		KID69286.1	0016310	BP	phosphorylation
1276135		KID69286.1	0046983	MF	protein dimerization activity
1276135		KID69286.1	0006486	BP	protein glycosylation
1276135		KID69286.1	0016757	MF	transferase activity, transferring glycosyl groups
1276135		KID69286.1	0009435	BP	NAD biosynthetic process
1276135		KID69286.1	0003677	MF	DNA binding
1276135		KID69286.1	0016192	BP	vesicle-mediated transport
1276135		KID69287.1	0016021	CC	integral component of membrane
1276135		KID69287.1	0016757	MF	transferase activity, transferring glycosyl groups
1276135		KID69288.1	0008168	MF	methyltransferase activity
1276135		KID69288.1	0032259	BP	methylation
1276135		KID69288.1	0016021	CC	integral component of membrane
1276135		KID69288.1	0006468	BP	protein phosphorylation
1276135		KID69288.1	0004672	MF	protein kinase activity
1276135		KID69288.1	0003676	MF	nucleic acid binding
1276135		KID69288.1	0005524	MF	ATP binding
1276135		KID69289.1	0045454	BP	cell redox homeostasis
1276135		KID69289.1	0005623	CC	cell
1276135		KID69290.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69290.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69290.1	0035861	CC	site of double-strand break
1276135		KID69290.1	0008270	MF	zinc ion binding
1276135		KID69290.1	0005634	CC	nucleus
1276135		KID69290.1	0003676	MF	nucleic acid binding
1276135		KID69290.1	0003824	MF	catalytic activity
1276135		KID69290.1	0006302	BP	double-strand break repair
1276135		KID69290.1	0016021	CC	integral component of membrane
1276135		KID69291.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69291.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69291.1	0005634	CC	nucleus
1276135		KID69291.1	0008270	MF	zinc ion binding
1276135		KID69291.1	0016021	CC	integral component of membrane
1276135		KID69291.1	0003677	MF	DNA binding
1276135		KID69291.1	0003824	MF	catalytic activity
1276135		KID69291.1	0005737	CC	cytoplasm
1276135		KID69291.1	0006351	BP	transcription, DNA-templated
1276135		KID69291.1	0090294	BP	nitrogen catabolite activation of transcription
1276135		KID69292.1	0003824	MF	catalytic activity
1276135		KID69292.1	0052718	CC	tRNA-specific adenosine-34 deaminase complex
1276135		KID69292.1	0002100	BP	tRNA wobble adenosine to inosine editing
1276135		KID69292.1	0016021	CC	integral component of membrane
1276135		KID69292.1	0008270	MF	zinc ion binding
1276135		KID69296.1	0006506	BP	GPI anchor biosynthetic process
1276135		KID69296.1	0016787	MF	hydrolase activity
1276135		KID69296.1	0016021	CC	integral component of membrane
1276135		KID69297.1	0046872	MF	metal ion binding
1276135		KID69298.1	0005044	MF	scavenger receptor activity
1276135		KID69298.1	0016021	CC	integral component of membrane
1276135		KID69298.1	0006897	BP	endocytosis
1276135		KID69298.1	0004707	MF	MAP kinase activity
1276135		KID69298.1	0000165	BP	MAPK cascade
1276135		KID69298.1	0005524	MF	ATP binding
1276135		KID69299.1	0016592	CC	mediator complex
1276135		KID69299.1	0003712	MF	transcription coregulator activity
1276135		KID69299.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69300.1	0008703	MF	5-amino-6-(5-phosphoribosylamino)uracil reductase activity
1276135		KID69300.1	0009231	BP	riboflavin biosynthetic process
1276135		KID69300.1	0004146	MF	dihydrofolate reductase activity
1276135		KID69300.1	0055114	BP	oxidation-reduction process
1276135		KID69300.1	0046654	BP	tetrahydrofolate biosynthetic process
1276135		KID69301.1	0030170	MF	pyridoxal phosphate binding
1276135		KID69301.1	0006520	BP	cellular amino acid metabolic process
1276135		KID69301.1	0042645	CC	mitochondrial nucleoid
1276135		KID69301.1	0003941	MF	L-serine ammonia-lyase activity
1276135		KID69301.1	0004794	MF	L-threonine ammonia-lyase activity
1276135		KID69301.1	0008080	MF	N-acetyltransferase activity
1276135		KID69301.1	0016021	CC	integral component of membrane
1276135		KID69301.1	0046395	BP	carboxylic acid catabolic process
1276135		KID69301.1	1901565	BP	organonitrogen compound catabolic process
1276135		KID69302.1	0016787	MF	hydrolase activity
1276135		KID69302.1	0043039	BP	tRNA aminoacylation
1276135		KID69302.1	0005576	CC	extracellular region
1276135		KID69302.1	0016021	CC	integral component of membrane
1276135		KID69302.1	0004812	MF	aminoacyl-tRNA ligase activity
1276135		KID69302.1	0005524	MF	ATP binding
1276135		KID69304.1	0006629	BP	lipid metabolic process
1276135		KID69304.1	0016787	MF	hydrolase activity
1276135		KID69304.1	0006690	BP	icosanoid metabolic process
1276135		KID69304.1	0032787	BP	monocarboxylic acid metabolic process
1276135		KID69304.1	0044248	BP	cellular catabolic process
1276135		KID69304.1	1901575	BP	organic substance catabolic process
1276135		KID69305.1	0004672	MF	protein kinase activity
1276135		KID69305.1	0006468	BP	protein phosphorylation
1276135		KID69305.1	0005643	CC	nuclear pore
1276135		KID69305.1	0005524	MF	ATP binding
1276135		KID69305.1	0005887	CC	integral component of plasma membrane
1276135		KID69305.1	0016192	BP	vesicle-mediated transport
1276135		KID69305.1	0006913	BP	nucleocytoplasmic transport
1276135		KID69305.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69305.1	0017056	MF	structural constituent of nuclear pore
1276135		KID69305.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69305.1	0008270	MF	zinc ion binding
1276135		KID69305.1	0022857	MF	transmembrane transporter activity
1276135		KID69305.1	0055085	BP	transmembrane transport
1276135		KID69306.1	0004343	MF	glucosamine 6-phosphate N-acetyltransferase activity
1276135		KID69306.1	0006048	BP	UDP-N-acetylglucosamine biosynthetic process
1276135		KID69306.1	0005793	CC	endoplasmic reticulum-Golgi intermediate compartment
1276135		KID69306.1	0005794	CC	Golgi apparatus
1276135		KID69306.1	0005783	CC	endoplasmic reticulum
1276135		KID69306.1	0048029	MF	monosaccharide binding
1276135		KID69306.1	0048037	MF	cofactor binding
1276135		KID69307.1	0016491	MF	oxidoreductase activity
1276135		KID69307.1	0055114	BP	oxidation-reduction process
1276135		KID69307.1	0005634	CC	nucleus
1276135		KID69307.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69307.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69307.1	0008270	MF	zinc ion binding
1276135		KID69308.1	0016740	MF	transferase activity
1276135		KID69308.1	0016310	BP	phosphorylation
1276135		KID69308.1	0016020	CC	membrane
1276135		KID69308.1	0015703	BP	chromate transport
1276135		KID69308.1	0015109	MF	chromate transmembrane transporter activity
1276135		KID69308.1	0000104	MF	succinate dehydrogenase activity
1276135		KID69308.1	0046873	MF	metal ion transmembrane transporter activity
1276135		KID69308.1	0030001	BP	metal ion transport
1276135		KID69308.1	0006464	BP	cellular protein modification process
1276135		KID69308.1	0140096	MF	catalytic activity, acting on a protein
1276135		KID69308.1	0055085	BP	transmembrane transport
1276135		KID69308.1	0005524	MF	ATP binding
1276135		KID69308.1	0055114	BP	oxidation-reduction process
1276135		KID69309.1	0016787	MF	hydrolase activity
1276135		KID69309.1	0006468	BP	protein phosphorylation
1276135		KID69309.1	0005576	CC	extracellular region
1276135		KID69309.1	0004674	MF	protein serine/threonine kinase activity
1276135		KID69309.1	0016021	CC	integral component of membrane
1276135		KID69309.1	0005524	MF	ATP binding
1276135		KID69309.1	0055114	BP	oxidation-reduction process
1276135		KID69309.1	0016491	MF	oxidoreductase activity
1276135		KID69310.1	0004674	MF	protein serine/threonine kinase activity
1276135		KID69310.1	0006468	BP	protein phosphorylation
1276135		KID69310.1	0030896	CC	checkpoint clamp complex
1276135		KID69310.1	0005524	MF	ATP binding
1276135		KID69310.1	0032220	BP	plasma membrane fusion involved in cytogamy
1276135		KID69310.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69310.1	0008270	MF	zinc ion binding
1276135		KID69310.1	0016021	CC	integral component of membrane
1276135		KID69310.1	0000077	BP	DNA damage checkpoint
1276135		KID69310.1	0007015	BP	actin filament organization
1276135		KID69310.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69311.1	0008270	MF	zinc ion binding
1276135		KID69311.1	0055114	BP	oxidation-reduction process
1276135		KID69311.1	0016021	CC	integral component of membrane
1276135		KID69311.1	0016491	MF	oxidoreductase activity
1276135		KID69312.1	0016491	MF	oxidoreductase activity
1276135		KID69312.1	0055114	BP	oxidation-reduction process
1276135		KID69312.1	0005829	CC	cytosol
1276135		KID69312.1	0019698	BP	D-galacturonate catabolic process
1276135		KID69313.1	0005524	MF	ATP binding
1276135		KID69315.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69315.1	0005887	CC	integral component of plasma membrane
1276135		KID69315.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69315.1	0046873	MF	metal ion transmembrane transporter activity
1276135		KID69315.1	0006810	BP	transport
1276135		KID69315.1	0008270	MF	zinc ion binding
1276135		KID69315.1	0006351	BP	transcription, DNA-templated
1276135		KID69315.1	0005634	CC	nucleus
1276135		KID69315.1	0003677	MF	DNA binding
1276135		KID69316.1	0016192	BP	vesicle-mediated transport
1276135		KID69316.1	0016021	CC	integral component of membrane
1276135		KID69316.1	0000149	MF	SNARE binding
1276135		KID69316.1	0005484	MF	SNAP receptor activity
1276135		KID69316.1	0016491	MF	oxidoreductase activity
1276135		KID69316.1	0031201	CC	SNARE complex
1276135		KID69316.1	0090174	BP	organelle membrane fusion
1276135		KID69316.1	0000139	CC	Golgi membrane
1276135		KID69316.1	0016050	BP	vesicle organization
1276135		KID69316.1	0140056	BP	organelle localization by membrane tethering
1276135		KID69316.1	0006886	BP	intracellular protein transport
1276135		KID69316.1	0055114	BP	oxidation-reduction process
1276135		KID69319.1	0004252	MF	serine-type endopeptidase activity
1276135		KID69319.1	0006508	BP	proteolysis
1276135		KID69319.1	0005576	CC	extracellular region
1276135		KID69319.1	0016021	CC	integral component of membrane
1276135		KID69320.1	0016301	MF	kinase activity
1276135		KID69320.1	0016310	BP	phosphorylation
1276135		KID69321.1	0030246	MF	carbohydrate binding
1276135		KID69321.1	0090305	BP	nucleic acid phosphodiester bond hydrolysis
1276135		KID69321.1	0016021	CC	integral component of membrane
1276135		KID69321.1	0004527	MF	exonuclease activity
1276135		KID69321.1	0004519	MF	endonuclease activity
1276135		KID69327.1	0090729	MF	toxin activity
1276135		KID69327.1	0005615	CC	extracellular space
1276135		KID69327.1	0009405	BP	pathogenesis
1276135		KID69328.1	0005887	CC	integral component of plasma membrane
1276135		KID69328.1	0055085	BP	transmembrane transport
1276135		KID69328.1	0071949	MF	FAD binding
1276135		KID69328.1	0016491	MF	oxidoreductase activity
1276135		KID69328.1	0055114	BP	oxidation-reduction process
1276135		KID69329.1	0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific
1276135		KID69329.1	0006357	BP	regulation of transcription by RNA polymerase II
1276135		KID69329.1	0005634	CC	nucleus
1276135		KID69329.1	0008270	MF	zinc ion binding
1276135		KID69330.1	0016757	MF	transferase activity, transferring glycosyl groups
1276135		KID69331.1	0000155	MF	phosphorelay sensor kinase activity
1276135		KID69331.1	0023014	BP	signal transduction by protein phosphorylation
1276135		KID69331.1	0000160	BP	phosphorelay signal transduction system
1276135		KID69331.1	0050660	MF	flavin adenine dinucleotide binding
1276135		KID69331.1	0016491	MF	oxidoreductase activity
1276135		KID69331.1	0016209	MF	antioxidant activity
1276135		KID69331.1	0020037	MF	heme binding
1276135		KID69331.1	0055114	BP	oxidation-reduction process
1276135		KID69331.1	0005524	MF	ATP binding
1276135		KID69331.1	0006355	BP	regulation of transcription, DNA-templated
1276135		KID69331.1	0046872	MF	metal ion binding
1276135		KID69331.1	0009584	BP	detection of visible light
1276135		KID69331.1	0006979	BP	response to oxidative stress
1276135		KID69331.1	0098869	BP	cellular oxidant detoxification
1276135		KID69331.1	0018298	BP	protein-chromophore linkage
1276135		KID69331.1	0018106	BP	peptidyl-histidine phosphorylation
1276135		KID69332.1	0016705	MF	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
1276135		KID69332.1	0055114	BP	oxidation-reduction process
1276135		KID69332.1	0016021	CC	integral component of membrane
1276135		KID69332.1	0005506	MF	iron ion binding
1276135		KID69332.1	0020037	MF	heme binding
1276135		KID69332.1	0072339	BP	cellular lactam biosynthetic process
1276135		KID69332.1	0031226	CC	intrinsic component of plasma membrane
1276135		KID69332.1	0042316	BP	penicillin metabolic process
1276135		KID69332.1	0005634	CC	nucleus
1276135		KID69332.1	0017000	BP	antibiotic biosynthetic process
