organism	id	protein_id	go_id	ontology	description		
1276135		KID68449.1	3684	MF	damaged DNA binding		
1276135		KID68449.1	16746	MF	transferase activity		
1276135		KID68449.1	6289	BP	nucleotide-excision repair		
1276135		KID68449.1	5634	CC	nucleus		
1276135		KID68450.1	43161	BP	proteasome-mediated ubiquitin-dependent protein catabolic process		
1276135		KID68450.1	3684	MF	damaged DNA binding		
1276135		KID68450.1	5634	CC	nucleus		
1276135		KID68450.1	43130	MF	ubiquitin binding		
1276135		KID68450.1	6289	BP	nucleotide-excision repair		
1276135		KID68450.1	16021	CC	integral component of membrane		
1276135		KID68450.1	42177	BP	negative regulation of protein catabolic process		
1276135		KID68451.1	3677	MF	DNA binding		
1276135		KID68451.1	5634	CC	nucleus		
1276135		KID68451.1	6383	BP	transcription by RNA polymerase III		
1276135		KID68451.1	995	MF	RNA polymerase III general transcription initiation factor activity		
1276135		KID68451.1	1156	MF	TFIIIC-class transcription factor complex binding		
1276135		KID68451.1	5667	CC	transcription factor complex		
1276135		KID68451.1	44446	CC	intracellular organelle part		
1276135		KID68451.1	70897	BP	transcription preinitiation complex assembly		
1276135		KID68452.1	10390	BP	histone monoubiquitination		
1276135		KID68452.1	4842	MF	ubiquitin-protein transferase activity		
1276135		KID68452.1	5634	CC	nucleus		
1276135		KID68452.1	46872	MF	metal ion binding		
1276135		KID68452.1	16874	MF	ligase activity		
1276135		KID68452.1	3676	MF	nucleic acid binding		
1276135		KID68453.1	2001256	BP	regulation of store-operated calcium entry		
1276135		KID68453.1	30176	CC	integral component of endoplasmic reticulum membrane		
1276135		KID68454.1	42626	MF	ATPase-coupled transmembrane transporter activity		
1276135		KID68454.1	55085	BP	transmembrane transport		
1276135		KID68454.1	324	CC	fungal-type vacuole		
1276135		KID68454.1	16887	MF	ATPase activity		
1276135		KID68454.1	16021	CC	integral component of membrane		
1276135		KID68454.1	15893	BP	drug transport		
1276135		KID68454.1	140352	BP	export from cell		
1276135		KID68454.1	5524	MF	ATP binding		
1276135		KID68454.1	5886	CC	plasma membrane		
1276135		KID68454.1	15721	BP	bile acid and bile salt transport		
1276135		KID68455.1	16021	CC	integral component of membrane		
1276135		KID68455.1	5524	MF	ATP binding		
1276135		KID68456.1	30435	BP	sporulation resulting in formation of a cellular spore		
1276135		KID68456.1	5634	CC	nucleus		
1276135		KID68456.1	9405	BP	pathogenesis		
1276135		KID68456.1	16021	CC	integral component of membrane		
1276135		KID68458.1	8168	MF	methyltransferase activity		
1276135		KID68458.1	32259	BP	methylation		
1276135		KID68458.1	5730	CC	nucleolus		
1276135		KID68458.1	3723	MF	RNA binding		
1276135		KID68458.1	154	BP	rRNA modification		
1276135		KID68458.1	140102	MF	catalytic activity		
1276135		KID68458.1	44260	BP	cellular macromolecule metabolic process		
1276135		KID68459.1	5887	CC	integral component of plasma membrane		
1276135		KID68459.1	55085	BP	transmembrane transport		
1276135		KID68460.1	5887	CC	integral component of plasma membrane		
1276135		KID68460.1	55085	BP	transmembrane transport		
1276135		KID68460.1	46872	MF	metal ion binding		
1276135		KID68461.1	8137	MF	NADH dehydrogenase (ubiquinone) activity		
1276135		KID68461.1	5743	CC	mitochondrial inner membrane		
1276135		KID68461.1	22900	BP	electron transport chain		
1276135		KID68461.1	70469	CC	respirasome		
1276135		KID68461.1	9055	MF	electron transfer activity		
1276135		KID68462.1	4672	MF	protein kinase activity		
1276135		KID68462.1	6468	BP	protein phosphorylation		
1276135		KID68462.1	16021	CC	integral component of membrane		
1276135		KID68462.1	5524	MF	ATP binding		
1276135		KID68462.1	3676	MF	nucleic acid binding		
1276135		KID68463.1	8168	MF	methyltransferase activity		
1276135		KID68463.1	32259	BP	methylation		
1276135		KID68463.1	16021	CC	integral component of membrane		
1276135		KID68463.1	16311	BP	dephosphorylation		
1276135		KID68463.1	16791	MF	phosphatase activity		
1276135		KID68464.1	17057	MF	6-phosphogluconolactonase activity		
1276135		KID68464.1	6098	BP	pentose-phosphate shunt		
1276135		KID68464.1	5975	BP	carbohydrate metabolic process		
1276135		KID68464.1	16853	MF	isomerase activity		
1276135		KID68464.1	16740	MF	transferase activity		
1276135		KID68467.1	90630	BP	activation of GTPase activity		
1276135		KID68467.1	17137	MF	Rab GTPase binding		
1276135		KID68467.1	5623	CC	cell		
1276135		KID68467.1	5096	MF	GTPase activator activity		
1276135		KID68467.1	6886	BP	intracellular protein transport		
1276135		KID68467.1	3723	MF	RNA binding		
1276135		KID68468.1	16301	MF	kinase activity		
1276135		KID68468.1	16310	BP	phosphorylation		
1276135		KID68468.1	16021	CC	integral component of membrane		
1276135		KID68469.1	3924	MF	GTPase activity		
1276135		KID68469.1	16021	CC	integral component of membrane		
1276135		KID68469.1	8053	BP	mitochondrial fusion		
1276135		KID68469.1	5525	MF	GTP binding		
1276135		KID68469.1	31306	CC	intrinsic component of mitochondrial outer membrane		
1276135		KID68470.1	3723	MF	RNA binding		
1276135		KID68471.1	55085	BP	transmembrane transport		
1276135		KID68471.1	16021	CC	integral component of membrane		
1276135		KID68471.1	5460	MF	UDP-glucose transmembrane transporter activity		
1276135		KID68471.1	5459	MF	UDP-galactose transmembrane transporter activity		
1276135		KID68471.1	8643	BP	carbohydrate transport		
1276135		KID68471.1	31228	CC	intrinsic component of Golgi membrane		
1276135		KID68471.1	31227	CC	intrinsic component of endoplasmic reticulum membrane		
1276135		KID68471.1	1901264	BP	carbohydrate derivative transport		
1276135		KID68471.1	15931	BP	nucleobase-containing compound transport		
1276135		KID68471.1	3723	MF	RNA binding		
1276135		KID68471.1	15711	BP	organic anion transport		
1276135		KID68472.1	8138	MF	protein tyrosine/serine/threonine phosphatase activity		
1276135		KID68472.1	35335	BP	peptidyl-tyrosine dephosphorylation		
1276135		KID68472.1	5634	CC	nucleus		
1276135		KID68472.1	4725	MF	protein tyrosine phosphatase activity		
1276135		KID68472.1	5737	CC	cytoplasm		
1276135		KID68472.1	16301	MF	kinase activity		
1276135		KID68472.1	33549	MF	MAP kinase phosphatase activity		
1276135		KID68472.1	10969	BP	regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion		
1276135		KID68472.1	754	BP	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion		
1276135		KID68472.1	16310	BP	phosphorylation		
1276135		KID68472.1	188	BP	inactivation of MAPK activity		
1276135		KID68473.1	6388	BP	tRNA splicing		
1276135		KID68473.1	16772	MF	transferase activity		
1276135		KID68474.1	6388	BP	tRNA splicing		
1276135		KID68474.1	16772	MF	transferase activity		
1276135		KID68474.1	16791	MF	phosphatase activity		
1276135		KID68474.1	16311	BP	dephosphorylation		
1276135		KID68474.1	5975	BP	carbohydrate metabolic process		
1276135		KID68476.1	6364	BP	rRNA processing		
1276135		KID68476.1	30685	CC	nucleolar preribosome		
1276135		KID68476.1	30688	CC	preribosome		
1276135		KID68476.1	321	BP	re-entry into mitotic cell cycle after pheromone arrest		
1276135		KID68476.1	71027	BP	nuclear RNA surveillance		
1276135		KID68476.1	42274	BP	ribosomal small subunit biogenesis		
1276135		KID68477.1	32008	BP	positive regulation of TOR signaling		
1276135		KID68477.1	5737	CC	cytoplasm		
1276135		KID68477.1	34198	BP	cellular response to amino acid starvation		
1276135		KID68478.1	4672	MF	protein kinase activity		
1276135		KID68478.1	6468	BP	protein phosphorylation		
1276135		KID68478.1	5829	CC	cytosol		
1276135		KID68478.1	5634	CC	nucleus		
1276135		KID68478.1	5524	MF	ATP binding		
1276135		KID68478.1	16021	CC	integral component of membrane		
1276135		KID68478.1	45719	BP	negative regulation of glycogen biosynthetic process		
1276135		KID68478.1	35556	BP	intracellular signal transduction		
1276135		KID68480.1	3743	MF	translation initiation factor activity		
1276135		KID68480.1	6413	BP	translational initiation		
1276135		KID68482.1	6606	BP	protein import into nucleus		
1276135		KID68482.1	5623	CC	cell		
1276135		KID68483.1	31588	CC	nucleotide-activated protein kinase complex		
1276135		KID68483.1	45859	BP	regulation of protein kinase activity		
1276135		KID68483.1	5524	MF	ATP binding		
1276135		KID68483.1	16021	CC	integral component of membrane		
1276135		KID68483.1	7165	BP	signal transduction		
1276135		KID68483.1	3676	MF	nucleic acid binding		
1276135		KID68483.1	4386	MF	helicase activity		
1276135		KID68483.1	6355	BP	regulation of transcription		
1276135		KID68483.1	30261	BP	chromosome condensation		
1276135		KID68484.1	16021	CC	integral component of membrane		
1276135		KID68484.1	8270	MF	zinc ion binding		
1276135		KID68484.1	55114	BP	oxidation-reduction process		
1276135		KID68484.1	5975	BP	carbohydrate metabolic process		
1276135		KID68484.1	30247	MF	polysaccharide binding		
1276135		KID68484.1	16491	MF	oxidoreductase activity		
1276135		KID68484.1	4553	MF	hydrolase activity		
1276135		KID68485.1	51213	MF	dioxygenase activity		
1276135		KID68485.1	55114	BP	oxidation-reduction process		
1276135		KID68485.1	5737	CC	cytoplasm		
1276135		KID68485.1	32259	BP	methylation		
1276135		KID68485.1	8168	MF	methyltransferase activity		
1276135		KID68485.1	18201	BP	peptidyl-glycine modification		
1276135		KID68485.1	31365	BP	N-terminal protein amino acid modification		
1276135		KID68485.1	18205	BP	peptidyl-lysine modification		
1276135		KID68485.1	8213	BP	protein alkylation		
1276135		KID68485.1	140096	MF	catalytic activity		
1276135		KID68485.1	3700	MF	DNA-binding transcription factor activity		
1276135		KID68485.1	6355	BP	regulation of transcription		
1276135		KID68486.1	4386	MF	helicase activity		
1276135		KID68486.1	30490	BP	maturation of SSU-rRNA		
1276135		KID68486.1	5739	CC	mitochondrion		
1276135		KID68486.1	5524	MF	ATP binding		
1276135		KID68486.1	6355	BP	regulation of transcription		
1276135		KID68486.1	3676	MF	nucleic acid binding		
1276135		KID68486.1	140098	MF	catalytic activity		
1276135		KID68487.1	4386	MF	helicase activity		
1276135		KID68487.1	6355	BP	regulation of transcription		
1276135		KID68487.1	3676	MF	nucleic acid binding		
1276135		KID68487.1	5524	MF	ATP binding		
1276135		KID68487.1	6468	BP	protein phosphorylation		
1276135		KID68487.1	4672	MF	protein kinase activity		
1276135		KID68488.1	43666	BP	regulation of phosphoprotein phosphatase activity		
1276135		KID68488.1	5829	CC	cytosol		
1276135		KID68488.1	4222	MF	metalloendopeptidase activity		
1276135		KID68488.1	5743	CC	mitochondrial inner membrane		
1276135		KID68488.1	46872	MF	metal ion binding		
1276135		KID68488.1	7165	BP	signal transduction		
1276135		KID68488.1	6508	BP	proteolysis		
1276135		KID68489.1	4674	MF	protein serine/threonine kinase activity		
1276135		KID68489.1	6468	BP	protein phosphorylation		
1276135		KID68489.1	5524	MF	ATP binding		
1276135		KID68490.1	4222	MF	metalloendopeptidase activity		
1276135		KID68490.1	5743	CC	mitochondrial inner membrane		
1276135		KID68490.1	6508	BP	proteolysis		
1276135		KID68490.1	46872	MF	metal ion binding		
1276135		KID68490.1	33615	BP	mitochondrial proton-transporting ATP synthase complex assembly		
1276135		KID68490.1	43666	BP	regulation of phosphoprotein phosphatase activity		
1276135		KID68490.1	51604	BP	protein maturation		
1276135		KID68490.1	31312	CC	extrinsic component of organelle membrane		
1276135		KID68490.1	44455	CC	mitochondrial membrane part		
1276135		KID68490.1	44267	BP	cellular protein metabolic process		
1276135		KID68491.1	4349	MF	glutamate 5-kinase activity		
1276135		KID68491.1	6561	BP	proline biosynthetic process		
1276135		KID68491.1	5737	CC	cytoplasm		
1276135		KID68491.1	3723	MF	RNA binding		
1276135		KID68491.1	16310	BP	phosphorylation		
1276135		KID68492.1	42255	BP	ribosome assembly		
1276135		KID68492.1	30687	CC	preribosome		
1276135		KID68492.1	3723	MF	RNA binding		
1276135		KID68492.1	5634	CC	nucleus		
1276135		KID68492.1	1902626	BP	assembly of large subunit precursor of preribosome		
1276135		KID68492.1	463	BP	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA		
1276135		KID68492.1	5737	CC	cytoplasm		
1276135		KID68493.1	4820	MF	glycine-tRNA ligase activity		
1276135		KID68493.1	6426	BP	glycyl-tRNA aminoacylation		
1276135		KID68493.1	5737	CC	cytoplasm		
1276135		KID68493.1	5524	MF	ATP binding		
1276135		KID68493.1	43231	CC	intracellular membrane-bounded organelle		
1276135		KID68493.1	4349	MF	glutamate 5-kinase activity		
1276135		KID68493.1	3723	MF	RNA binding		
1276135		KID68493.1	6561	BP	proline biosynthetic process		
1276135		KID68493.1	70127	BP	tRNA aminoacylation for mitochondrial protein translation		
1276135		KID68493.1	16310	BP	phosphorylation		
1276135		KID68494.1	16301	MF	kinase activity		
1276135		KID68494.1	16310	BP	phosphorylation		
1276135		KID68495.1	3723	MF	RNA binding		
1276135		KID68495.1	288	BP	nuclear-transcribed mRNA catabolic process		
1276135		KID68495.1	5737	CC	cytoplasm		
1276135		KID68495.1	16021	CC	integral component of membrane		
1276135		KID68496.1	46872	MF	metal ion binding		
1276135		KID68496.1	3677	MF	DNA binding		
1276135		KID68497.1	4177	MF	aminopeptidase activity		
1276135		KID68497.1	6508	BP	proteolysis		
1276135		KID68497.1	5730	CC	nucleolus		
1276135		KID68497.1	3677	MF	DNA binding		
1276135		KID68497.1	46872	MF	metal ion binding		
1276135		KID68497.1	5737	CC	cytoplasm		
1276135		KID68498.1	6338	BP	chromatin remodeling		
1276135		KID68498.1	228	CC	nuclear chromosome		
1276135		KID68498.1	4190	MF	aspartic-type endopeptidase activity		
1276135		KID68498.1	31498	BP	chromatin disassembly		
1276135		KID68498.1	32986	BP	protein-DNA complex disassembly		
1276135		KID68498.1	34728	BP	nucleosome organization		
1276135		KID68498.1	6302	BP	double-strand break repair		
1276135		KID68498.1	6357	BP	regulation of transcription by RNA polymerase II		
1276135		KID68498.1	1904949	CC	ATPase complex		
1276135		KID68498.1	785	CC	chromatin		
1276135		KID68498.1	16192	BP	vesicle-mediated transport		
1276135		KID68498.1	6886	BP	intracellular protein transport		
1276135		KID68498.1	6508	BP	proteolysis		
1276135		KID68499.1	7064	BP	mitotic sister chromatid cohesion		
1276135		KID68499.1	16279	MF	protein-lysine N-methyltransferase activity		
1276135		KID68499.1	785	CC	chromatin		
1276135		KID68499.1	5634	CC	nucleus		
1276135		KID68499.1	5737	CC	cytoplasm		
1276135		KID68499.1	18022	BP	peptidyl-lysine methylation		
1276135		KID68499.1	16192	BP	vesicle-mediated transport		
1276135		KID68499.1	6281	BP	DNA repair		
1276135		KID68500.1	16021	CC	integral component of membrane		
1276135		KID68500.1	128	BP	flocculation		
1276135		KID68500.1	5199	MF	structural constituent of cell wall		
1276135		KID68500.1	4484	MF	mRNA guanylyltransferase activity		
1276135		KID68500.1	31505	BP	fungal-type cell wall organization		
1276135		KID68500.1	35091	MF	phosphatidylinositol binding		
1276135		KID68500.1	6370	BP	7-methylguanosine mRNA capping		
1276135		KID68500.1	8061	MF	chitin binding		
1276135		KID68500.1	4252	MF	serine-type endopeptidase activity		
1276135		KID68500.1	7155	BP	cell adhesion		
1276135		KID68500.1	6508	BP	proteolysis		
1276135		KID68501.1	31533	CC	mRNA cap methyltransferase complex		
1276135		KID68501.1	4484	MF	mRNA guanylyltransferase activity		
1276135		KID68501.1	6370	BP	7-methylguanosine mRNA capping		
1276135		KID68501.1	5525	MF	GTP binding		
1276135		KID68501.1	6266	BP	DNA ligation		
1276135		KID68501.1	6310	BP	DNA recombination		
1276135		KID68501.1	6281	BP	DNA repair		
1276135		KID68501.1	3910	MF	DNA ligase (ATP) activity		
1276135		KID68501.1	35091	MF	phosphatidylinositol binding		
1276135		KID68501.1	5524	MF	ATP binding		
1276135		KID68501.1	16787	MF	hydrolase activity		
1276135		KID68502.1	35091	MF	phosphatidylinositol binding		
1276135		KID68502.1	6370	BP	7-methylguanosine mRNA capping		
1276135		KID68502.1	34045	CC	phagophore assembly site membrane		
1276135		KID68502.1	12505	CC	endomembrane system		
1276135		KID68502.1	4484	MF	mRNA guanylyltransferase activity		
1276135		KID68502.1	44433	CC	cytoplasmic vesicle part		
1276135		KID68502.1	31090	CC	organelle membrane		
1276135		KID68502.1	16788	MF	hydrolase activity		
1276135		KID68502.1	6914	BP	autophagy		
1276135		KID68502.1	15031	BP	protein transport		
1276135		KID68502.1	44425	CC	membrane part		
1276135		KID68502.1	43231	CC	intracellular membrane-bounded organelle		
1276135		KID68503.1	16570	BP	histone modification		
1276135		KID68503.1	3746	MF	translation elongation factor activity		
1276135		KID68503.1	16593	CC	Cdc73/Paf1 complex		
1276135		KID68503.1	42393	MF	histone binding		
1276135		KID68503.1	6355	BP	regulation of transcription		
1276135		KID68503.1	993	MF	RNA polymerase II complex binding		
1276135		KID68503.1	5524	MF	ATP binding		
1276135		KID68503.1	3677	MF	DNA binding		
1276135		KID68503.1	6414	BP	translational elongation		
1276135		KID68503.1	51569	BP	regulation of histone H3-K4 methylation		
1276135		KID68504.1	4128	MF	cytochrome-b5 reductase activity		
1276135		KID68504.1	55114	BP	oxidation-reduction process		
1276135		KID68504.1	16021	CC	integral component of membrane		
1276135		KID68506.1	5509	MF	calcium ion binding		
1276135		KID68506.1	30479	CC	actin cortical patch		
1276135		KID68506.1	6897	BP	endocytosis		
1276135		KID68506.1	3779	MF	actin binding		
1276135		KID68506.1	10008	CC	endosome membrane		
1276135		KID68506.1	5975	BP	carbohydrate metabolic process		
1276135		KID68506.1	4553	MF	hydrolase activity		
1276135		KID68506.1	5886	CC	plasma membrane		
1276135		KID68507.1	43565	MF	sequence-specific DNA binding		
1276135		KID68507.1	5634	CC	nucleus		
1276135		KID68507.1	6355	BP	regulation of transcription		
1276135		KID68507.1	3700	MF	DNA-binding transcription factor activity		
1276135		KID68507.1	3735	MF	structural constituent of ribosome		
1276135		KID68507.1	5840	CC	ribosome		
1276135		KID68507.1	16021	CC	integral component of membrane		
1276135		KID68507.1	6412	BP	translation		
1276135		KID68508.1	6914	BP	autophagy		
1276135		KID68509.1	5779	CC	integral component of peroxisomal membrane		
1276135		KID68509.1	7031	BP	peroxisome organization		
1276135		KID68509.1	4019	MF	adenylosuccinate synthase activity		
1276135		KID68509.1	30674	MF	protein binding		
1276135		KID68509.1	5525	MF	GTP binding		
1276135		KID68509.1	44208	BP	'de novo' AMP biosynthetic process		
1276135		KID68509.1	287	MF	magnesium ion binding		
1276135		KID68509.1	15919	BP	peroxisomal membrane transport		
1276135		KID68509.1	17038	BP	protein import		
1276135		KID68509.1	6612	BP	protein targeting to membrane		
1276135		KID68509.1	72594	BP	establishment of protein localization to organelle		
1276135		KID68510.1	30008	CC	TRAPP complex		
1276135		KID68510.1	16192	BP	vesicle-mediated transport		
1276135		KID68510.1	16021	CC	integral component of membrane		
1276135		KID68511.1	4672	MF	protein kinase activity		
1276135		KID68511.1	6468	BP	protein phosphorylation		
1276135		KID68511.1	5524	MF	ATP binding		
1276135		KID68512.1	4672	MF	protein kinase activity		
1276135		KID68512.1	6468	BP	protein phosphorylation		
1276135		KID68512.1	5623	CC	cell		
1276135		KID68512.1	30007	BP	cellular potassium ion homeostasis		
1276135		KID68512.1	43227	CC	membrane-bounded organelle		
1276135		KID68512.1	5524	MF	ATP binding		
1276135		KID68512.1	35556	BP	intracellular signal transduction		
1276135		KID68514.1	3899	MF	DNA-directed 5'-3' RNA polymerase activity		
1276135		KID68514.1	32774	BP	RNA biosynthetic process		
1276135		KID68514.1	46983	MF	protein dimerization activity		
1276135		KID68514.1	3677	MF	DNA binding		
1276135		KID68514.1	34645	BP	cellular macromolecule biosynthetic process		
1276135		KID68514.1	10467	BP	gene expression		
1276135		KID68514.1	5524	MF	ATP binding		
1276135		KID68514.1	16787	MF	hydrolase activity		
1276135		KID68515.1	5747	CC	mitochondrial respiratory chain complex I		
1276135		KID68515.1	4001	MF	adenosine kinase activity		
1276135		KID68515.1	6979	BP	response to oxidative stress		
1276135		KID68515.1	6166	BP	purine ribonucleoside salvage		
1276135		KID68515.1	6167	BP	AMP biosynthetic process		
1276135		KID68515.1	16491	MF	oxidoreductase activity		
1276135		KID68515.1	55114	BP	oxidation-reduction process		
1276135		KID68516.1	5634	CC	nucleus		
1276135		KID68517.1	3676	MF	nucleic acid binding		
1276135		KID68519.1	4001	MF	adenosine kinase activity		
1276135		KID68519.1	6166	BP	purine ribonucleoside salvage		
1276135		KID68519.1	44444	CC	cytoplasmic part		
1276135		KID68519.1	6167	BP	AMP biosynthetic process		
1276135		KID68519.1	1990904	CC	ribonucleoprotein complex		
1276135		KID68519.1	43229	CC	intracellular organelle		
1276135		KID68519.1	43228	CC	non-membrane-bounded organelle		
1276135		KID68519.1	3735	MF	structural constituent of ribosome		
1276135		KID68519.1	43227	CC	membrane-bounded organelle		
1276135		KID68519.1	16021	CC	integral component of membrane		
1276135		KID68519.1	16310	BP	phosphorylation		
1276135		KID68519.1	6412	BP	translation		
1276135		KID68520.1	3735	MF	structural constituent of ribosome		
1276135		KID68520.1	6412	BP	translation		
1276135		KID68520.1	5840	CC	ribosome		
1276135		KID68520.1	4001	MF	adenosine kinase activity		
1276135		KID68520.1	44445	CC	cytosolic part		
1276135		KID68520.1	44446	CC	intracellular organelle part		
1276135		KID68520.1	16021	CC	integral component of membrane		
1276135		KID68520.1	6166	BP	purine ribonucleoside salvage		
1276135		KID68520.1	6167	BP	AMP biosynthetic process		
1276135		KID68521.1	33588	CC	Elongator holoenzyme complex		
1276135		KID68521.1	2098	BP	tRNA wobble uridine modification		
1276135		KID68522.1	3735	MF	structural constituent of ribosome		
1276135		KID68522.1	6412	BP	translation		
1276135		KID68522.1	5840	CC	ribosome		
1276135		KID68522.1	16021	CC	integral component of membrane		
1276135		KID68523.1	3747	MF	translation release factor activity		
1276135		KID68523.1	6415	BP	translational termination		
1276135		KID68523.1	18444	CC	translation release factor complex		
1276135		KID68523.1	10494	CC	cytoplasmic stress granule		
1276135		KID68523.1	6353	BP	DNA-templated transcription		
1276135		KID68524.1	16301	MF	kinase activity		
1276135		KID68524.1	16310	BP	phosphorylation		
1276135		KID68524.1	16021	CC	integral component of membrane		
1276135		KID68524.1	8824	MF	cyanate hydratase activity		
1276135		KID68524.1	9439	BP	cyanate metabolic process		
1276135		KID68524.1	5839	CC	proteasome core complex		
1276135		KID68524.1	45737	BP	positive regulation of cyclin-dependent protein serine/threonine kinase activity		
1276135		KID68524.1	16538	MF	cyclin-dependent protein serine/threonine kinase regulator activity		
1276135		KID68524.1	5634	CC	nucleus		
1276135		KID68524.1	70003	MF	threonine-type peptidase activity		
1276135		KID68524.1	3677	MF	DNA binding		
1276135		KID68524.1	5886	CC	plasma membrane		
1276135		KID68524.1	4175	MF	endopeptidase activity		
1276135		KID68524.1	51603	BP	proteolysis involved in cellular protein catabolic process		
1276135		KID68526.1	15934	CC	large ribosomal subunit		
1276135		KID68526.1	3735	MF	structural constituent of ribosome		
1276135		KID68526.1	6412	BP	translation		
1276135		KID68526.1	3723	MF	RNA binding		
1276135		KID68526.1	8080	MF	N-acetyltransferase activity		
1276135		KID68526.1	22626	CC	cytosolic ribosome		
1276135		KID68526.1	470	BP	maturation of LSU-rRNA		
1276135		KID68527.1	5789	CC	endoplasmic reticulum membrane		
1276135		KID68527.1	16757	MF	transferase activity		
1276135		KID68527.1	16310	BP	phosphorylation		
1276135		KID68527.1	16301	MF	kinase activity		
1276135		KID68527.1	33617	BP	mitochondrial respiratory chain complex IV assembly		
1276135		KID68527.1	6506	BP	GPI anchor biosynthetic process		
1276135		KID68527.1	16021	CC	integral component of membrane		
1276135		KID68527.1	5739	CC	mitochondrion		
1276135		KID68527.1	97502	BP	mannosylation		
1276135		KID68528.1	6511	BP	ubiquitin-dependent protein catabolic process		
1276135		KID68528.1	17117	CC	single-stranded DNA-dependent ATP-dependent DNA helicase complex		
1276135		KID68528.1	61630	MF	ubiquitin protein ligase activity		
1276135		KID68528.1	43291	CC	RAVE complex		
1276135		KID68528.1	43224	CC	nuclear SCF ubiquitin ligase complex		
1276135		KID68528.1	16874	MF	ligase activity		
1276135		KID68528.1	16301	MF	kinase activity		
1276135		KID68528.1	101025	BP	nuclear membrane biogenesis		
1276135		KID68528.1	97602	MF	cullin family protein binding		
1276135		KID68528.1	60542	BP	regulation of strand invasion		
1276135		KID68528.1	45841	BP	negative regulation of mitotic metaphase/anaphase transition		
1276135		KID68528.1	140014	BP	mitotic nuclear division		
1276135		KID68528.1	10498	BP	proteasomal protein catabolic process		
1276135		KID68528.1	16567	BP	protein ubiquitination		
1276135		KID68528.1	16310	BP	phosphorylation		
1276135		KID68529.1	5525	MF	GTP binding		
1276135		KID68529.1	34497	BP	protein localization to phagophore assembly site		
1276135		KID68529.1	5802	CC	trans-Golgi network		
1276135		KID68529.1	43001	BP	Golgi to plasma membrane protein transport		
1276135		KID68529.1	34067	BP	protein localization to Golgi apparatus		
1276135		KID68529.1	34629	BP	cellular protein-containing complex localization		
1276135		KID68529.1	5829	CC	cytosol		
1276135		KID68529.1	6623	BP	protein targeting to vacuole		
1276135		KID68529.1	34976	BP	response to endoplasmic reticulum stress		
1276135		KID68529.1	3924	MF	GTPase activity		
1276135		KID68529.1	6897	BP	endocytosis		
1276135		KID68530.1	4096	MF	catalase activity		
1276135		KID68530.1	42744	BP	hydrogen peroxide catabolic process		
1276135		KID68530.1	42579	CC	microbody		
1276135		KID68530.1	20037	MF	heme binding		
1276135		KID68530.1	6979	BP	response to oxidative stress		
1276135		KID68530.1	98869	BP	cellular oxidant detoxification		
1276135		KID68530.1	46872	MF	metal ion binding		
1276135		KID68530.1	71236	BP	cellular response to antibiotic		
1276135		KID68530.1	61687	BP	detoxification of inorganic compound		
1276135		KID68530.1	35690	BP	cellular response to drug		
1276135		KID68530.1	1901701	BP	cellular response to oxygen-containing compound		
1276135		KID68530.1	10035	BP	response to inorganic substance		
1276135		KID68530.1	55114	BP	oxidation-reduction process		
1276135		KID68530.1	33554	BP	cellular response to stress		
1276135		KID68530.1	19521	BP	D-gluconate metabolic process		
1276135		KID68531.1	16021	CC	integral component of membrane		
1276135		KID68532.1	46577	MF	long-chain-alcohol oxidase activity		
1276135		KID68532.1	55114	BP	oxidation-reduction process		
1276135		KID68532.1	50660	MF	flavin adenine dinucleotide binding		
1276135		KID68533.1	4114	MF	3'		
1276135		KID68533.1	7165	BP	signal transduction		
1276135		KID68533.1	46872	MF	metal ion binding		
1276135		KID68533.1	6508	BP	proteolysis		
1276135		KID68533.1	4185	MF	serine-type carboxypeptidase activity		
1276135		KID68534.1	4843	MF	thiol-dependent ubiquitin-specific protease activity		
1276135		KID68534.1	16579	BP	protein deubiquitination		
1276135		KID68534.1	6511	BP	ubiquitin-dependent protein catabolic process		
1276135		KID68534.1	46872	MF	metal ion binding		
1276135		KID68534.1	4114	MF	3'		
1276135		KID68534.1	7165	BP	signal transduction		
1276135		KID68535.1	46872	MF	metal ion binding		
1276135		KID68535.1	3824	MF	catalytic activity		
1276135		KID68536.1	8270	MF	zinc ion binding		
1276135		KID68536.1	33617	BP	mitochondrial respiratory chain complex IV assembly		
1276135		KID68536.1	5739	CC	mitochondrion		
1276135		KID68536.1	3676	MF	nucleic acid binding		
1276135		KID68537.1	5747	CC	mitochondrial respiratory chain complex I		
1276135		KID68537.1	6120	BP	mitochondrial electron transport		
1276135		KID68537.1	16021	CC	integral component of membrane		
1276135		KID68538.1	16021	CC	integral component of membrane		
1276135		KID68538.1	45132	BP	meiotic chromosome segregation		
1276135		KID68538.1	5829	CC	cytosol		
1276135		KID68538.1	5634	CC	nucleus		
1276135		KID68539.1	5849	CC	mRNA cleavage factor complex		
1276135		KID68539.1	6378	BP	mRNA polyadenylation		
1276135		KID68539.1	3729	MF	mRNA binding		
1276135		KID68539.1	8199	MF	ferric iron binding		
1276135		KID68539.1	16702	MF	oxidoreductase activity		
1276135		KID68539.1	4185	MF	serine-type carboxypeptidase activity		
1276135		KID68539.1	5773	CC	vacuole		
1276135		KID68539.1	6508	BP	proteolysis		
1276135		KID68539.1	55114	BP	oxidation-reduction process		
